Learning Rate	TrainLoss	TestLoss	TrainL(intrr)	TrainL(bndry)	TrainL(intfc)	
0.00010000	0.00011680	0.00000001	0.00001407	0.00000003	0.00000001	
0.00010000	0.00012825	0.00000001	0.00001406	0.00000003	0.00000000	
0.00010000	0.00011152	0.00000001	0.00001406	0.00000003	0.00000000	
0.00010000	0.00011277	0.00000001	0.00001405	0.00000002	0.00000000	
0.00010000	0.00010688	0.00000001	0.00001405	0.00000002	0.00000000	
0.00010000	0.00011133	0.00000001	0.00001405	0.00000003	0.00000000	
0.00010000	0.00021599	0.00000004	0.00001404	0.00000011	0.00000000	
0.00010000	0.00081781	0.00000010	0.00001405	0.00000049	0.00000001	
0.00010000	0.00107290	0.00000001	0.00001404	0.00000042	0.00000001	
0.00010000	0.00024020	0.00000003	0.00001404	0.00000013	0.00000000	
0.00010000	0.00024901	0.00000001	0.00001403	0.00000007	0.00000000	
0.00010000	0.00018519	0.00000001	0.00001403	0.00000007	0.00000000	
0.00010000	0.00013560	0.00000001	0.00001402	0.00000003	0.00000000	
0.00010000	0.00012571	0.00000001	0.00001402	0.00000002	0.00000002	
0.00010000	0.00061576	0.00000009	0.00001402	0.00000028	0.00000022	
0.00010000	0.00420874	0.00000007	0.00001408	0.00000155	0.00000064	
0.00010000	0.00086773	0.00000003	0.00001407	0.00000031	0.00000018	
0.00010000	0.00047742	0.00000003	0.00001405	0.00000014	0.00000007	
0.00010000	0.00034923	0.00000001	0.00001406	0.00000009	0.00000004	
0.00010000	0.00023835	0.00000001	0.00001405	0.00000007	0.00000002	
0.00010000	0.00017232	0.00000001	0.00001404	0.00000005	0.00000001	
0.00010000	0.00012681	0.00000001	0.00001404	0.00000003	0.00000001	
0.00010000	0.00010807	0.00000001	0.00001404	0.00000002	0.00000000	
0.00010000	0.00010560	0.00000001	0.00001403	0.00000002	0.00000000	
0.00010000	0.00010326	0.00000001	0.00001403	0.00000002	0.00000000	
0.00010000	0.00010584	0.00000001	0.00001403	0.00000002	0.00000000	
0.00010000	0.00011051	0.00000001	0.00001402	0.00000002	0.00000000	
0.00010000	0.00010359	0.00000001	0.00001402	0.00000002	0.00000000	
0.00010000	0.00011010	0.00000001	0.00001401	0.00000003	0.00000000	
0.00010000	0.00020006	0.00000004	0.00001401	0.00000010	0.00000001	
0.00010000	0.00185706	0.00000043	0.00001403	0.00000149	0.00000003	
0.00010000	0.00656114	0.00000005	0.00001404	0.00000254	0.00000028	
0.00010000	0.00085143	0.00000002	0.00001402	0.00000023	0.00000012	
0.00010000	0.00050349	0.00000001	0.00001403	0.00000020	0.00000006	
0.00010000	0.00041981	0.00000001	0.00001402	0.00000021	0.00000001	
0.00010000	0.00020043	0.00000001	0.00001401	0.00000007	0.00000001	
0.00010000	0.00012641	0.00000001	0.00001401	0.00000003	0.00000001	
0.00010000	0.00013018	0.00000001	0.00001401	0.00000004	0.00000000	
0.00010000	0.00012396	0.00000001	0.00001401	0.00000003	0.00000000	
0.00010000	0.00010903	0.00000001	0.00001400	0.00000002	0.00000000	
0.00010000	0.00014826	0.00000001	0.00001400	0.00000005	0.00000001	
0.00010000	0.00023036	0.00000002	0.00001399	0.00000008	0.00000003	
0.00010000	0.00100232	0.00000012	0.00001401	0.00000051	0.00000021	
0.00010000	0.00269005	0.00000001	0.00001401	0.00000085	0.00000034	
0.00010000	0.00036939	0.00000002	0.00001401	0.00000017	0.00000007	
0.00010000	0.00034111	0.00000002	0.00001401	0.00000010	0.00000003	
0.00010000	0.00035959	0.00000001	0.00001401	0.00000011	0.00000002	
0.00010000	0.00019884	0.00000001	0.00001400	0.00000008	0.00000001	
0.00010000	0.00015012	0.00000001	0.00001400	0.00000004	0.00000000	
0.00010000	0.00013142	0.00000001	0.00001400	0.00000003	0.00000000	
0.00010000	0.00011458	0.00000001	0.00001399	0.00000002	0.00000000	
0.00010000	0.00011419	0.00000001	0.00001399	0.00000003	0.00000000	
0.00010000	0.00013127	0.00000001	0.00001399	0.00000004	0.00000001	
0.00010000	0.00023700	0.00000003	0.00001398	0.00000010	0.00000002	
0.00010000	0.00116752	0.00000014	0.00001398	0.00000069	0.00000015	
0.00010000	0.00338922	0.00000002	0.00001400	0.00000124	0.00000040	
0.00010000	0.00049067	0.00000004	0.00001399	0.00000026	0.00000008	
0.00010000	0.00054076	0.00000002	0.00001399	0.00000016	0.00000004	
0.00010000	0.00038653	0.00000001	0.00001400	0.00000012	0.00000003	
0.00010000	0.00016673	0.00000001	0.00001399	0.00000005	0.00000002	
0.00010000	0.00013582	0.00000001	0.00001398	0.00000003	0.00000000	
0.00010000	0.00012194	0.00000001	0.00001398	0.00000003	0.00000000	
0.00010000	0.00010583	0.00000001	0.00001398	0.00000002	0.00000000	
0.00010000	0.00010333	0.00000001	0.00001397	0.00000002	0.00000000	
0.00010000	0.00010427	0.00000001	0.00001397	0.00000002	0.00000000	
0.00010000	0.00010827	0.00000001	0.00001397	0.00000002	0.00000000	
0.00010000	0.00013722	0.00000001	0.00001397	0.00000003	0.00000002	
0.00010000	0.00045398	0.00000003	0.00001398	0.00000012	0.00000019	
0.00010000	0.00211288	0.00000013	0.00001399	0.00000073	0.00000049	
0.00010000	0.00264105	0.00000001	0.00001403	0.00000116	0.00000012	
0.00010000	0.00081147	0.00000001	0.00001400	0.00000040	0.00000004	
0.00010000	0.00053838	0.00000002	0.00001399	0.00000023	0.00000001	
0.00010000	0.00034030	0.00000002	0.00001398	0.00000012	0.00000001	
0.00010000	0.00021284	0.00000002	0.00001398	0.00000007	0.00000001	
0.00010000	0.00016892	0.00000001	0.00001397	0.00000005	0.00000000	
0.00010000	0.00012799	0.00000001	0.00001397	0.00000003	0.00000000	
0.00010000	0.00010591	0.00000001	0.00001397	0.00000002	0.00000000	
0.00010000	0.00010568	0.00000001	0.00001396	0.00000002	0.00000000	
0.00010000	0.00013604	0.00000001	0.00001396	0.00000004	0.00000000	
0.00010000	0.00017324	0.00000002	0.00001396	0.00000006	0.00000001	
0.00010000	0.00092830	0.00000019	0.00001397	0.00000063	0.00000013	
0.00010000	0.00608988	0.00000003	0.00001397	0.00000268	0.00000047	
0.00010000	0.00106200	0.00000003	0.00001397	0.00000059	0.00000013	
0.00010000	0.00051357	0.00000001	0.00001398	0.00000023	0.00000007	
0.00010000	0.00026452	0.00000001	0.00001397	0.00000009	0.00000004	
0.00010000	0.00018363	0.00000001	0.00001397	0.00000005	0.00000001	
0.00010000	0.00015544	0.00000001	0.00001396	0.00000004	0.00000001	
0.00010000	0.00014213	0.00000001	0.00001396	0.00000003	0.00000000	
0.00010000	0.00011953	0.00000001	0.00001396	0.00000003	0.00000000	
0.00010000	0.00010731	0.00000001	0.00001395	0.00000002	0.00000000	
0.00010000	0.00010604	0.00000001	0.00001395	0.00000002	0.00000000	
0.00010000	0.00010065	0.00000001	0.00001395	0.00000002	0.00000000	
0.00010000	0.00010254	0.00000001	0.00001394	0.00000002	0.00000000	
0.00010000	0.00010817	0.00000001	0.00001394	0.00000002	0.00000000	
0.00010000	0.00011061	0.00000001	0.00001393	0.00000002	0.00000000	
0.00010000	0.00011726	0.00000001	0.00001393	0.00000003	0.00000001	
0.00010000	0.00033881	0.00000005	0.00001393	0.00000017	0.00000005	
0.00010000	0.00272484	0.00000022	0.00001396	0.00000148	0.00000041	
0.00010000	0.00303627	0.00000004	0.00001396	0.00000093	0.00000022	
0.00010000	0.00117357	0.00000001	0.00001396	0.00000035	0.00000012	
0.00010000	0.00044630	0.00000001	0.00001395	0.00000014	0.00000005	
0.00010000	0.00019207	0.00000001	0.00001395	0.00000006	0.00000002	
0.00010000	0.00012310	0.00000001	0.00001394	0.00000003	0.00000001	
0.00010000	0.00011175	0.00000001	0.00001394	0.00000002	0.00000000	
0.00010000	0.00010798	0.00000001	0.00001394	0.00000002	0.00000000	
0.00010000	0.00010487	0.00000001	0.00001393	0.00000002	0.00000000	
0.00010000	0.00011082	0.00000001	0.00001393	0.00000003	0.00000000	
0.00010000	0.00013614	0.00000001	0.00001393	0.00000004	0.00000000	
0.00010000	0.00017926	0.00000002	0.00001392	0.00000007	0.00000000	
0.00010000	0.00044482	0.00000008	0.00001392	0.00000028	0.00000000	
0.00010000	0.00212755	0.00000014	0.00001395	0.00000130	0.00000000	
0.00010000	0.00103057	0.00000005	0.00001393	0.00000038	0.00000001	
0.00010000	0.00048996	0.00000005	0.00001391	0.00000017	0.00000005	
0.00010000	0.00162054	0.00000003	0.00001393	0.00000070	0.00000025	
0.00010000	0.00140801	0.00000001	0.00001392	0.00000022	0.00000036	
0.00010000	0.00044725	0.00000005	0.00001393	0.00000019	0.00000010	
0.00010000	0.00051241	0.00000005	0.00001393	0.00000022	0.00000002	
0.00010000	0.00053504	0.00000002	0.00001392	0.00000019	0.00000001	
0.00010000	0.00034223	0.00000001	0.00001392	0.00000011	0.00000001	
0.00010000	0.00013400	0.00000001	0.00001392	0.00000004	0.00000001	
0.00010000	0.00012108	0.00000001	0.00001391	0.00000003	0.00000000	
0.00010000	0.00010472	0.00000001	0.00001391	0.00000002	0.00000000	
0.00010000	0.00012152	0.00000001	0.00001391	0.00000003	0.00000000	
0.00010000	0.00010196	0.00000001	0.00001391	0.00000002	0.00000000	
0.00010000	0.00010320	0.00000001	0.00001390	0.00000002	0.00000000	
0.00010000	0.00014807	0.00000002	0.00001390	0.00000005	0.00000001	
0.00010000	0.00074060	0.00000015	0.00001389	0.00000044	0.00000014	
0.00010000	0.00534613	0.00000006	0.00001395	0.00000235	0.00000056	
0.00010000	0.00106388	0.00000003	0.00001393	0.00000059	0.00000015	
0.00010000	0.00061298	0.00000002	0.00001391	0.00000030	0.00000007	
0.00010000	0.00034717	0.00000002	0.00001392	0.00000016	0.00000003	
0.00010000	0.00022648	0.00000002	0.00001391	0.00000009	0.00000001	
0.00010000	0.00017559	0.00000001	0.00001391	0.00000005	0.00000001	
0.00010000	0.00014460	0.00000001	0.00001390	0.00000004	0.00000000	
0.00010000	0.00013909	0.00000001	0.00001390	0.00000004	0.00000000	
0.00010000	0.00010714	0.00000001	0.00001390	0.00000002	0.00000000	
0.00010000	0.00011225	0.00000001	0.00001389	0.00000002	0.00000000	
0.00010000	0.00011519	0.00000001	0.00001389	0.00000003	0.00000000	
0.00010000	0.00010449	0.00000001	0.00001389	0.00000002	0.00000000	
0.00010000	0.00010729	0.00000001	0.00001388	0.00000002	0.00000000	
0.00010000	0.00014616	0.00000002	0.00001388	0.00000005	0.00000001	
0.00010000	0.00048915	0.00000009	0.00001390	0.00000028	0.00000003	
0.00010000	0.00117774	0.00000001	0.00001390	0.00000044	0.00000008	
0.00010000	0.00087204	0.00000013	0.00001388	0.00000059	0.00000009	
0.00010000	0.00232093	0.00000001	0.00001389	0.00000082	0.00000025	
0.00010000	0.00036040	0.00000001	0.00001389	0.00000005	0.00000008	
0.00010000	0.00032362	0.00000002	0.00001389	0.00000007	0.00000008	
0.00010000	0.00021509	0.00000001	0.00001389	0.00000006	0.00000001	
0.00010000	0.00021229	0.00000001	0.00001388	0.00000008	0.00000001	
0.00010000	0.00013716	0.00000001	0.00001388	0.00000003	0.00000000	
0.00010000	0.00014083	0.00000001	0.00001387	0.00000004	0.00000000	
0.00010000	0.00014240	0.00000001	0.00001387	0.00000004	0.00000001	
0.00010000	0.00025123	0.00000003	0.00001386	0.00000011	0.00000002	
0.00010000	0.00109238	0.00000013	0.00001388	0.00000062	0.00000014	
0.00010000	0.00351912	0.00000003	0.00001390	0.00000140	0.00000041	
0.00010000	0.00056444	0.00000004	0.00001389	0.00000028	0.00000009	
0.00010000	0.00054180	0.00000003	0.00001387	0.00000016	0.00000005	
0.00010000	0.00043528	0.00000001	0.00001388	0.00000013	0.00000003	
0.00010000	0.00019066	0.00000001	0.00001387	0.00000005	0.00000002	
0.00010000	0.00011787	0.00000001	0.00001386	0.00000002	0.00000001	
0.00010000	0.00011393	0.00000001	0.00001387	0.00000002	0.00000000	
0.00010000	0.00010927	0.00000001	0.00001386	0.00000002	0.00000000	
0.00010000	0.00010662	0.00000001	0.00001386	0.00000002	0.00000000	
0.00010000	0.00010830	0.00000001	0.00001386	0.00000002	0.00000001	
0.00010000	0.00017443	0.00000003	0.00001385	0.00000006	0.00000003	
0.00010000	0.00106091	0.00000011	0.00001389	0.00000060	0.00000010	
0.00010000	0.00087343	0.00000008	0.00001386	0.00000033	0.00000004	
0.00010000	0.00098517	0.00000001	0.00001386	0.00000038	0.00000001	
0.00010000	0.00027231	0.00000005	0.00001385	0.00000009	0.00000007	
0.00010000	0.00234102	0.00000010	0.00001387	0.00000128	0.00000022	
0.00010000	0.00203530	0.00000001	0.00001387	0.00000051	0.00000028	
0.00010000	0.00050695	0.00000003	0.00001386	0.00000022	0.00000009	
0.00010000	0.00031313	0.00000003	0.00001386	0.00000014	0.00000002	
0.00010000	0.00041823	0.00000002	0.00001385	0.00000013	0.00000001	
0.00010000	0.00026825	0.00000001	0.00001385	0.00000009	0.00000001	
0.00010000	0.00011513	0.00000001	0.00001385	0.00000003	0.00000000	
0.00010000	0.00015133	0.00000001	0.00001385	0.00000004	0.00000001	
0.00010000	0.00011324	0.00000001	0.00001384	0.00000002	0.00000000	
0.00010000	0.00010239	0.00000001	0.00001384	0.00000002	0.00000000	
0.00010000	0.00010992	0.00000001	0.00001383	0.00000003	0.00000000	
0.00010000	0.00023333	0.00000003	0.00001383	0.00000010	0.00000002	
0.00010000	0.00115477	0.00000015	0.00001384	0.00000067	0.00000016	
0.00010000	0.00382681	0.00000003	0.00001385	0.00000145	0.00000040	
0.00010000	0.00055620	0.00000004	0.00001385	0.00000028	0.00000011	
0.00010000	0.00049475	0.00000002	0.00001384	0.00000015	0.00000005	
0.00010000	0.00039382	0.00000001	0.00001385	0.00000011	0.00000003	
0.00010000	0.00021352	0.00000001	0.00001384	0.00000006	0.00000002	
0.00010000	0.00013962	0.00000001	0.00001384	0.00000003	0.00000001	
0.00010000	0.00011944	0.00000001	0.00001384	0.00000003	0.00000000	
0.00010000	0.00010324	0.00000001	0.00001383	0.00000002	0.00000000	
0.00010000	0.00010264	0.00000001	0.00001383	0.00000002	0.00000000	
0.00010000	0.00010348	0.00000001	0.00001383	0.00000002	0.00000000	
0.00010000	0.00010243	0.00000001	0.00001382	0.00000002	0.00000000	
0.00010000	0.00010673	0.00000001	0.00001382	0.00000002	0.00000000	
0.00010000	0.00015564	0.00000002	0.00001382	0.00000005	0.00000001	
0.00010000	0.00063794	0.00000010	0.00001383	0.00000037	0.00000006	
0.00010000	0.00136149	0.00000010	0.00001385	0.00000044	0.00000016	
0.00010000	0.00466415	0.00000008	0.00001385	0.00000260	0.00000022	
0.00010000	0.00117558	0.00000001	0.00001384	0.00000019	0.00000024	
0.00010000	0.00054312	0.00000003	0.00001382	0.00000018	0.00000012	
0.00010000	0.00042430	0.00000003	0.00001384	0.00000024	0.00000002	
0.00010000	0.00026879	0.00000001	0.00001383	0.00000012	0.00000000	
0.00010000	0.00016134	0.00000001	0.00001382	0.00000004	0.00000001	
0.00010000	0.00011640	0.00000001	0.00001382	0.00000003	0.00000001	
0.00010000	0.00012826	0.00000001	0.00001382	0.00000003	0.00000000	
0.00010000	0.00011249	0.00000001	0.00001381	0.00000003	0.00000000	
0.00010000	0.00010415	0.00000001	0.00001381	0.00000002	0.00000000	
0.00010000	0.00011744	0.00000001	0.00001381	0.00000003	0.00000000	
0.00010000	0.00017017	0.00000002	0.00001380	0.00000006	0.00000002	
0.00010000	0.00066123	0.00000008	0.00001381	0.00000035	0.00000010	
0.00010000	0.00320752	0.00000008	0.00001381	0.00000149	0.00000043	
0.00010000	0.00106820	0.00000007	0.00001381	0.00000038	0.00000010	
0.00010000	0.00089229	0.00000002	0.00001381	0.00000026	0.00000006	
0.00010000	0.00045871	0.00000001	0.00001381	0.00000015	0.00000003	
0.00010000	0.00019548	0.00000001	0.00001381	0.00000007	0.00000001	
0.00010000	0.00013443	0.00000001	0.00001381	0.00000004	0.00000000	
0.00010000	0.00013881	0.00000001	0.00001380	0.00000003	0.00000000	
0.00010000	0.00011040	0.00000001	0.00001380	0.00000003	0.00000000	
0.00010000	0.00010650	0.00000001	0.00001380	0.00000002	0.00000000	
0.00010000	0.00010424	0.00000001	0.00001379	0.00000002	0.00000000	
0.00010000	0.00010139	0.00000001	0.00001379	0.00000002	0.00000000	
0.00010000	0.00011092	0.00000001	0.00001379	0.00000002	0.00000001	
0.00010000	0.00024169	0.00000004	0.00001378	0.00000012	0.00000002	
0.00010000	0.00166608	0.00000021	0.00001379	0.00000103	0.00000021	
0.00010000	0.00427917	0.00000002	0.00001381	0.00000143	0.00000039	
0.00010000	0.00112538	0.00000001	0.00001381	0.00000055	0.00000010	
0.00010000	0.00041786	0.00000002	0.00001380	0.00000023	0.00000004	
0.00010000	0.00028256	0.00000002	0.00001380	0.00000013	0.00000001	
0.00010000	0.00025439	0.00000002	0.00001379	0.00000008	0.00000001	
0.00010000	0.00022495	0.00000001	0.00001379	0.00000007	0.00000000	
0.00010000	0.00012463	0.00000001	0.00001378	0.00000004	0.00000000	
0.00010000	0.00011411	0.00000001	0.00001378	0.00000003	0.00000000	
0.00010000	0.00010882	0.00000001	0.00001378	0.00000002	0.00000000	
0.00010000	0.00011516	0.00000001	0.00001377	0.00000003	0.00000001	
0.00010000	0.00020981	0.00000003	0.00001377	0.00000009	0.00000001	
0.00010000	0.00055740	0.00000004	0.00001378	0.00000025	0.00000005	
0.00010000	0.00043091	0.00000002	0.00001378	0.00000010	0.00000007	
0.00010000	0.00079517	0.00000010	0.00001377	0.00000045	0.00000009	
0.00010000	0.00191784	0.00000003	0.00001377	0.00000076	0.00000018	
0.00010000	0.00038073	0.00000001	0.00001377	0.00000008	0.00000005	
0.00010000	0.00031896	0.00000001	0.00001378	0.00000011	0.00000004	
0.00010000	0.00023271	0.00000001	0.00001377	0.00000004	0.00000005	
0.00010000	0.00011362	0.00000001	0.00001377	0.00000002	0.00000001	
0.00010000	0.00013851	0.00000001	0.00001376	0.00000002	0.00000003	
0.00010000	0.00023521	0.00000002	0.00001376	0.00000008	0.00000004	
0.00010000	0.00085757	0.00000011	0.00001376	0.00000050	0.00000008	
0.00010000	0.00277220	0.00000008	0.00001378	0.00000135	0.00000016	
0.00010000	0.00082868	0.00000004	0.00001377	0.00000026	0.00000006	
0.00010000	0.00077987	0.00000001	0.00001375	0.00000035	0.00000001	
0.00010000	0.00019536	0.00000002	0.00001376	0.00000008	0.00000002	
0.00010000	0.00023148	0.00000001	0.00001375	0.00000007	0.00000000	
0.00010000	0.00015249	0.00000001	0.00001375	0.00000004	0.00000001	
0.00010000	0.00017744	0.00000001	0.00001375	0.00000003	0.00000004	
0.00010000	0.00058222	0.00000003	0.00001376	0.00000017	0.00000021	
0.00010000	0.00149007	0.00000004	0.00001377	0.00000041	0.00000033	
0.00010000	0.00042030	0.00000001	0.00001376	0.00000011	0.00000007	
0.00010000	0.00034263	0.00000002	0.00001375	0.00000011	0.00000004	
0.00010000	0.00020193	0.00000001	0.00001376	0.00000004	0.00000002	
0.00010000	0.00023548	0.00000001	0.00001376	0.00000009	0.00000001	
0.00010000	0.00013901	0.00000001	0.00001376	0.00000003	0.00000000	
0.00010000	0.00012815	0.00000001	0.00001375	0.00000003	0.00000001	
0.00010000	0.00010795	0.00000001	0.00001374	0.00000002	0.00000000	
0.00010000	0.00014600	0.00000002	0.00001374	0.00000006	0.00000000	
0.00010000	0.00044178	0.00000009	0.00001374	0.00000028	0.00000001	
0.00010000	0.00330802	0.00000039	0.00001375	0.00000223	0.00000020	
0.00010000	0.00500844	0.00000013	0.00001378	0.00000159	0.00000038	
0.00010000	0.00170404	0.00000007	0.00001377	0.00000058	0.00000013	
0.00010000	0.00068216	0.00000002	0.00001375	0.00000022	0.00000007	
0.00010000	0.00026207	0.00000002	0.00001376	0.00000007	0.00000003	
0.00010000	0.00014683	0.00000001	0.00001375	0.00000003	0.00000001	
0.00010000	0.00012974	0.00000001	0.00001375	0.00000003	0.00000001	
0.00010000	0.00013597	0.00000001	0.00001374	0.00000004	0.00000001	
0.00010000	0.00012605	0.00000001	0.00001374	0.00000004	0.00000000	
0.00010000	0.00011151	0.00000001	0.00001373	0.00000003	0.00000000	
0.00010000	0.00011419	0.00000001	0.00001373	0.00000003	0.00000000	
0.00010000	0.00010532	0.00000001	0.00001373	0.00000002	0.00000000	
0.00010000	0.00010796	0.00000001	0.00001372	0.00000002	0.00000000	
0.00010000	0.00012688	0.00000001	0.00001372	0.00000003	0.00000001	
0.00010000	0.00015036	0.00000001	0.00001372	0.00000004	0.00000001	
0.00010000	0.00018179	0.00000001	0.00001372	0.00000005	0.00000003	
0.00010000	0.00097871	0.00000011	0.00001373	0.00000034	0.00000039	
0.00010000	0.00357828	0.00000003	0.00001375	0.00000137	0.00000030	
0.00010000	0.00095699	0.00000005	0.00001375	0.00000049	0.00000012	
0.00010000	0.00053901	0.00000005	0.00001374	0.00000028	0.00000004	
0.00010000	0.00041681	0.00000003	0.00001373	0.00000019	0.00000001	
0.00010000	0.00032964	0.00000002	0.00001373	0.00000012	0.00000000	
0.00010000	0.00023761	0.00000001	0.00001373	0.00000007	0.00000000	
0.00010000	0.00016461	0.00000001	0.00001372	0.00000005	0.00000000	
0.00010000	0.00010671	0.00000001	0.00001372	0.00000002	0.00000000	
0.00010000	0.00010747	0.00000001	0.00001372	0.00000002	0.00000000	
0.00010000	0.00010603	0.00000001	0.00001372	0.00000002	0.00000000	
0.00010000	0.00010367	0.00000001	0.00001371	0.00000002	0.00000000	
0.00010000	0.00013984	0.00000001	0.00001371	0.00000004	0.00000001	
0.00010000	0.00026919	0.00000003	0.00001371	0.00000012	0.00000002	
0.00010000	0.00101739	0.00000011	0.00001371	0.00000054	0.00000016	
0.00010000	0.00320571	0.00000003	0.00001373	0.00000129	0.00000033	
0.00010000	0.00045694	0.00000005	0.00001371	0.00000022	0.00000005	
0.00010000	0.00061318	0.00000001	0.00001372	0.00000018	0.00000004	
0.00010000	0.00031161	0.00000001	0.00001371	0.00000010	0.00000003	
0.00010000	0.00012370	0.00000001	0.00001370	0.00000003	0.00000001	
0.00010000	0.00016003	0.00000001	0.00001370	0.00000004	0.00000000	
0.00010000	0.00010824	0.00000001	0.00001370	0.00000002	0.00000000	
0.00010000	0.00010409	0.00000001	0.00001370	0.00000002	0.00000000	
0.00010000	0.00011529	0.00000001	0.00001369	0.00000003	0.00000001	
0.00010000	0.00025855	0.00000005	0.00001370	0.00000012	0.00000003	
0.00010000	0.00114174	0.00000005	0.00001371	0.00000056	0.00000010	
0.00010000	0.00072142	0.00000017	0.00001370	0.00000047	0.00000008	
0.00010000	0.00295992	0.00000002	0.00001371	0.00000117	0.00000023	
0.00010000	0.00068127	0.00000001	0.00001369	0.00000010	0.00000016	
0.00010000	0.00040122	0.00000005	0.00001371	0.00000019	0.00000007	
0.00010000	0.00045121	0.00000003	0.00001370	0.00000016	0.00000001	
0.00010000	0.00042312	0.00000001	0.00001369	0.00000015	0.00000001	
0.00010000	0.00011334	0.00000001	0.00001369	0.00000002	0.00000000	
0.00010000	0.00011206	0.00000001	0.00001369	0.00000002	0.00000001	
0.00010000	0.00015509	0.00000001	0.00001368	0.00000005	0.00000001	
0.00010000	0.00016314	0.00000001	0.00001368	0.00000005	0.00000001	
0.00010000	0.00041671	0.00000006	0.00001368	0.00000021	0.00000006	
0.00010000	0.00238558	0.00000015	0.00001368	0.00000121	0.00000032	
0.00010000	0.00194455	0.00000003	0.00001370	0.00000059	0.00000013	
0.00010000	0.00093011	0.00000001	0.00001369	0.00000034	0.00000009	
0.00010000	0.00023520	0.00000002	0.00001368	0.00000011	0.00000003	
0.00010000	0.00024754	0.00000001	0.00001369	0.00000007	0.00000001	
0.00010000	0.00022513	0.00000001	0.00001368	0.00000008	0.00000001	
0.00010000	0.00011581	0.00000001	0.00001368	0.00000003	0.00000000	
0.00010000	0.00015133	0.00000001	0.00001368	0.00000004	0.00000001	
0.00010000	0.00010796	0.00000001	0.00001367	0.00000002	0.00000000	
0.00010000	0.00010045	0.00000001	0.00001367	0.00000002	0.00000000	
0.00010000	0.00010120	0.00000001	0.00001366	0.00000002	0.00000000	
0.00010000	0.00011026	0.00000001	0.00001366	0.00000003	0.00000000	
0.00010000	0.00019948	0.00000003	0.00001366	0.00000010	0.00000001	
0.00010000	0.00161232	0.00000033	0.00001367	0.00000122	0.00000011	
0.00010000	0.00737469	0.00000008	0.00001369	0.00000269	0.00000069	
0.00010000	0.00265070	0.00000009	0.00001367	0.00000111	0.00000016	
0.00010000	0.00148160	0.00000008	0.00001369	0.00000058	0.00000007	
0.00010000	0.00060019	0.00000001	0.00001369	0.00000023	0.00000003	
0.00010000	0.00022040	0.00000001	0.00001368	0.00000007	0.00000002	
0.00010000	0.00020404	0.00000002	0.00001368	0.00000007	0.00000001	
0.00010000	0.00016557	0.00000001	0.00001367	0.00000005	0.00000000	
0.00010000	0.00012195	0.00000001	0.00001367	0.00000003	0.00000000	
0.00010000	0.00010602	0.00000001	0.00001367	0.00000002	0.00000000	
0.00010000	0.00010203	0.00000001	0.00001366	0.00000002	0.00000000	
0.00010000	0.00010137	0.00000001	0.00001366	0.00000002	0.00000000	
0.00010000	0.00010044	0.00000001	0.00001365	0.00000002	0.00000000	
0.00010000	0.00010177	0.00000001	0.00001365	0.00000002	0.00000000	
0.00010000	0.00009951	0.00000001	0.00001365	0.00000002	0.00000000	
0.00010000	0.00009979	0.00000001	0.00001364	0.00000002	0.00000000	
0.00010000	0.00009985	0.00000001	0.00001364	0.00000002	0.00000000	
0.00010000	0.00010504	0.00000001	0.00001364	0.00000002	0.00000000	
0.00010000	0.00011848	0.00000001	0.00001363	0.00000003	0.00000001	
0.00010000	0.00028485	0.00000003	0.00001363	0.00000011	0.00000008	
0.00010000	0.00274507	0.00000010	0.00001368	0.00000113	0.00000078	
0.00010000	0.00161659	0.00000007	0.00001367	0.00000052	0.00000025	
0.00010000	0.00091039	0.00000004	0.00001367	0.00000029	0.00000011	
0.00010000	0.00057650	0.00000002	0.00001369	0.00000018	0.00000005	
0.00010000	0.00032986	0.00000001	0.00001367	0.00000010	0.00000002	
0.00010000	0.00024015	0.00000001	0.00001367	0.00000007	0.00000001	
0.00010000	0.00018272	0.00000001	0.00001366	0.00000005	0.00000000	
0.00010000	0.00013880	0.00000001	0.00001366	0.00000004	0.00000000	
0.00010000	0.00011198	0.00000001	0.00001365	0.00000003	0.00000000	
0.00010000	0.00010164	0.00000001	0.00001365	0.00000002	0.00000000	
0.00010000	0.00010164	0.00000001	0.00001365	0.00000002	0.00000000	
0.00010000	0.00010267	0.00000001	0.00001364	0.00000002	0.00000000	
0.00010000	0.00010215	0.00000001	0.00001364	0.00000002	0.00000000	
0.00010000	0.00010145	0.00000001	0.00001364	0.00000002	0.00000000	
0.00010000	0.00010760	0.00000001	0.00001363	0.00000002	0.00000000	
0.00010000	0.00011385	0.00000001	0.00001363	0.00000003	0.00000000	
0.00010000	0.00023448	0.00000005	0.00001362	0.00000013	0.00000001	
0.00010000	0.00199955	0.00000038	0.00001364	0.00000150	0.00000005	
0.00010000	0.00560441	0.00000003	0.00001364	0.00000207	0.00000030	
0.00010000	0.00079253	0.00000002	0.00001364	0.00000026	0.00000008	
0.00010000	0.00036053	0.00000002	0.00001363	0.00000007	0.00000007	
0.00010000	0.00027461	0.00000003	0.00001364	0.00000012	0.00000003	
0.00010000	0.00024439	0.00000002	0.00001363	0.00000009	0.00000000	
0.00010000	0.00019986	0.00000001	0.00001362	0.00000005	0.00000001	
0.00010000	0.00010725	0.00000001	0.00001362	0.00000002	0.00000000	
0.00010000	0.00010446	0.00000001	0.00001362	0.00000002	0.00000000	
0.00010000	0.00011288	0.00000001	0.00001361	0.00000003	0.00000000	
