Learning Rate	TrainLoss	TestLoss	TrainL(intrr)	TrainL(bndry)	TrainL(intfc)	
0.00100000	0.03480745	0.00000384	0.00010401	0.00001786	0.00000832	
0.00100000	0.18715894	0.00001216	0.00010670	0.00009697	0.00002136	
0.00100000	0.11629095	0.00000056	0.00010574	0.00004160	0.00000373	
0.00100000	0.03559172	0.00000021	0.00010520	0.00001025	0.00000569	
0.00100000	0.00866369	0.00000022	0.00010337	0.00000413	0.00000128	
0.00100000	0.00463590	0.00000041	0.00010345	0.00000172	0.00000049	
0.00100000	0.01024521	0.00000053	0.00010285	0.00000542	0.00000011	
0.00100000	0.00715055	0.00000040	0.00010254	0.00000340	0.00000008	
0.00100000	0.00818002	0.00000132	0.00010218	0.00000479	0.00000056	
0.00100000	0.04604163	0.00000887	0.00010270	0.00003176	0.00000277	
0.00100000	0.14430820	0.00000072	0.00010688	0.00006322	0.00000508	
0.00100000	0.02618170	0.00000346	0.00010945	0.00002057	0.00000039	
0.00100000	0.02729536	0.00000021	0.00010889	0.00000902	0.00000240	
0.00100000	0.08184038	0.00002010	0.00010909	0.00005662	0.00002079	
0.00100000	0.41301681	0.00000405	0.00011039	0.00016080	0.00001911	
0.00100000	0.12707313	0.00000176	0.00010877	0.00005715	0.00000507	
0.00100000	0.06123794	0.00000130	0.00010997	0.00002754	0.00000150	
0.00100000	0.03817282	0.00000056	0.00010639	0.00001525	0.00000100	
0.00100000	0.01532379	0.00000055	0.00010502	0.00000633	0.00000042	
0.00100000	0.00871512	0.00000018	0.00010473	0.00000332	0.00000020	
0.00100000	0.00403138	0.00000012	0.00010447	0.00000159	0.00000015	
0.00100000	0.00246016	0.00000008	0.00010385	0.00000081	0.00000018	
0.00100000	0.00137612	0.00000008	0.00010317	0.00000048	0.00000004	
0.00100000	0.00099054	0.00000009	0.00010258	0.00000029	0.00000003	
0.00100000	0.00102443	0.00000008	0.00010209	0.00000025	0.00000007	
0.00100000	0.00206804	0.00000013	0.00010178	0.00000027	0.00000107	
0.00100000	0.03125384	0.00000112	0.00010670	0.00000158	0.00002524	
0.00100000	0.16179668	0.00001564	0.00012554	0.00006496	0.00003228	
0.00100000	0.13117765	0.00001198	0.00012145	0.00005966	0.00000689	
0.00100000	0.09905447	0.00000250	0.00012270	0.00003680	0.00000303	
0.00100000	0.01944558	0.00000059	0.00011956	0.00000689	0.00000216	
0.00100000	0.02166744	0.00000027	0.00011265	0.00000976	0.00000031	
0.00100000	0.00518784	0.00000010	0.00011057	0.00000196	0.00000029	
0.00100000	0.00293891	0.00000031	0.00011005	0.00000149	0.00000021	
0.00100000	0.00388717	0.00000007	0.00010938	0.00000135	0.00000010	
0.00100000	0.00248933	0.00000034	0.00010865	0.00000140	0.00000008	
0.00100000	0.00708990	0.00000093	0.00010784	0.00000415	0.00000038	
0.00100000	0.06725326	0.00001654	0.00010793	0.00005362	0.00000418	
0.00100000	0.43068896	0.00000352	0.00011294	0.00020498	0.00002045	
0.00100000	0.05927703	0.00000095	0.00011392	0.00003201	0.00000577	
0.00100000	0.02498746	0.00000018	0.00010734	0.00000787	0.00000449	
0.00100000	0.00908716	0.00000038	0.00010667	0.00000151	0.00000255	
0.00100000	0.00587913	0.00000035	0.00010608	0.00000178	0.00000125	
0.00100000	0.00511067	0.00000031	0.00010542	0.00000201	0.00000032	
0.00100000	0.00569810	0.00000011	0.00010530	0.00000203	0.00000015	
0.00100000	0.00259115	0.00000009	0.00010419	0.00000106	0.00000011	
0.00100000	0.00117191	0.00000008	0.00010344	0.00000031	0.00000005	
0.00100000	0.00119372	0.00000008	0.00010297	0.00000033	0.00000008	
0.00100000	0.00129380	0.00000009	0.00010237	0.00000037	0.00000013	
0.00100000	0.00259735	0.00000027	0.00010200	0.00000095	0.00000062	
0.00100000	0.01664151	0.00000267	0.00010163	0.00000839	0.00000464	
0.00100000	0.13745254	0.00001031	0.00010721	0.00006970	0.00002315	
0.00100000	0.15715909	0.00000010	0.00011358	0.00005472	0.00000937	
0.00100000	0.03325435	0.00000068	0.00010431	0.00001033	0.00000824	
0.00100000	0.01197183	0.00000012	0.00010412	0.00000347	0.00000343	
0.00100000	0.00442728	0.00000009	0.00010559	0.00000113	0.00000118	
0.00100000	0.00340929	0.00000007	0.00010474	0.00000044	0.00000080	
0.00100000	0.00236560	0.00000011	0.00010367	0.00000036	0.00000065	
0.00100000	0.00242251	0.00000039	0.00010296	0.00000132	0.00000013	
0.00100000	0.01848313	0.00000578	0.00010267	0.00001524	0.00000016	
0.00100000	0.25286214	0.00003237	0.00010658	0.00019139	0.00000046	
0.00100000	0.29377311	0.00000768	0.00010757	0.00011147	0.00000658	
0.00100000	0.06972563	0.00000280	0.00010859	0.00003377	0.00000277	
0.00100000	0.02757857	0.00000063	0.00010810	0.00001589	0.00000010	
0.00100000	0.00952587	0.00000035	0.00010750	0.00000326	0.00000164	
0.00100000	0.02703890	0.00000091	0.00010752	0.00001032	0.00000699	
0.00100000	0.06205731	0.00000151	0.00011127	0.00001757	0.00001846	
0.00100000	0.03383721	0.00000106	0.00010852	0.00001157	0.00000286	
0.00100000	0.05080601	0.00000050	0.00010665	0.00002263	0.00000433	
0.00100000	0.01426466	0.00000026	0.00010673	0.00000718	0.00000060	
0.00100000	0.00804631	0.00000034	0.00010508	0.00000221	0.00000198	
0.00100000	0.00645832	0.00000010	0.00010456	0.00000263	0.00000015	
0.00100000	0.00492900	0.00000032	0.00010427	0.00000251	0.00000025	
0.00100000	0.00481446	0.00000015	0.00010365	0.00000166	0.00000065	
0.00100000	0.00901473	0.00000106	0.00010361	0.00000420	0.00000215	
0.00100000	0.05973870	0.00000581	0.00010385	0.00003316	0.00001052	
0.00100000	0.16677873	0.00000738	0.00011294	0.00006949	0.00002300	
0.00100000	0.07131345	0.00000101	0.00011044	0.00002955	0.00000340	
0.00100000	0.04233748	0.00000092	0.00010782	0.00001837	0.00000211	
0.00100000	0.01560209	0.00000063	0.00010485	0.00000672	0.00000164	
0.00100000	0.01043284	0.00000019	0.00010311	0.00000421	0.00000021	
0.00100000	0.00335798	0.00000023	0.00010215	0.00000142	0.00000032	
0.00100000	0.00412245	0.00000024	0.00010141	0.00000183	0.00000011	
0.00100000	0.00290138	0.00000015	0.00010116	0.00000123	0.00000007	
0.00100000	0.00304134	0.00000037	0.00010065	0.00000129	0.00000035	
0.00100000	0.01071985	0.00000191	0.00010036	0.00000499	0.00000275	
0.00100000	0.05246570	0.00000068	0.00010666	0.00001303	0.00001879	
0.00100000	0.13562683	0.00004463	0.00011639	0.00011721	0.00001301	
0.00100000	0.60940816	0.00000534	0.00012708	0.00023959	0.00000913	
0.00100000	0.09464888	0.00000041	0.00012289	0.00003829	0.00000560	
0.00100000	0.07297487	0.00000033	0.00011741	0.00003387	0.00000279	
0.00100000	0.02138979	0.00000030	0.00011330	0.00001033	0.00000131	
0.00100000	0.00980019	0.00000021	0.00011042	0.00000416	0.00000084	
0.00100000	0.00587485	0.00000012	0.00010781	0.00000283	0.00000020	
0.00100000	0.00280460	0.00000017	0.00010651	0.00000093	0.00000030	
0.00100000	0.00219322	0.00000007	0.00010595	0.00000072	0.00000007	
0.00100000	0.00142921	0.00000011	0.00010520	0.00000057	0.00000009	
0.00100000	0.00310957	0.00000034	0.00010477	0.00000126	0.00000071	
0.00100000	0.02647321	0.00000302	0.00010501	0.00001292	0.00000842	
0.00100000	0.21919081	0.00000260	0.00011230	0.00009917	0.00003373	
0.00100000	0.05445740	0.00000263	0.00011416	0.00002452	0.00000815	
0.00100000	0.03686772	0.00000137	0.00010636	0.00001101	0.00000472	
0.00100000	0.02968745	0.00000035	0.00010577	0.00001003	0.00000214	
0.00100000	0.01344202	0.00000007	0.00010476	0.00000528	0.00000104	
0.00100000	0.00475711	0.00000026	0.00010425	0.00000265	0.00000041	
0.00100000	0.00261814	0.00000026	0.00010382	0.00000108	0.00000018	
0.00100000	0.00361415	0.00000007	0.00010332	0.00000120	0.00000014	
0.00100000	0.00153435	0.00000012	0.00010289	0.00000065	0.00000007	
0.00100000	0.00160992	0.00000007	0.00010238	0.00000046	0.00000007	
0.00100000	0.00084590	0.00000007	0.00010182	0.00000020	0.00000003	
0.00100000	0.00117933	0.00000010	0.00010125	0.00000034	0.00000014	
0.00100000	0.00351307	0.00000059	0.00010089	0.00000177	0.00000060	
0.00100000	0.03082726	0.00000566	0.00010070	0.00002094	0.00000354	
0.00100000	0.23641065	0.00001240	0.00010530	0.00013442	0.00002289	
0.00100000	0.13844189	0.00000396	0.00011278	0.00004545	0.00000982	
0.00100000	0.06391507	0.00000525	0.00010304	0.00002007	0.00000778	
0.00100000	0.10143665	0.00000030	0.00010298	0.00004911	0.00000075	
0.00100000	0.01689107	0.00000145	0.00010234	0.00001197	0.00000052	
0.00100000	0.00918506	0.00000030	0.00010100	0.00000343	0.00000055	
0.00100000	0.00534620	0.00000083	0.00010111	0.00000197	0.00000081	
0.00100000	0.01909617	0.00000146	0.00010072	0.00001068	0.00000038	
0.00100000	0.02326908	0.00000182	0.00010093	0.00001044	0.00000354	
0.00100000	0.04214473	0.00000110	0.00010418	0.00001421	0.00000827	
0.00100000	0.01032484	0.00000059	0.00010507	0.00000273	0.00000137	
0.00100000	0.01202358	0.00000021	0.00010527	0.00000496	0.00000093	
0.00100000	0.00209000	0.00000027	0.00010406	0.00000076	0.00000014	
0.00100000	0.00586871	0.00000068	0.00010307	0.00000336	0.00000030	
0.00100000	0.01188756	0.00000112	0.00010240	0.00000637	0.00000021	
0.00100000	0.03159658	0.00000735	0.00010262	0.00002398	0.00000051	
0.00100000	0.29443274	0.00003309	0.00010489	0.00019717	0.00001865	
0.00100000	0.39476513	0.00002794	0.00014354	0.00015293	0.00003635	
0.00100000	0.24279193	0.00001153	0.00012051	0.00011253	0.00000970	
0.00100000	0.09435616	0.00000054	0.00011009	0.00004168	0.00000462	
0.00100000	0.02862821	0.00000219	0.00011223	0.00001209	0.00000274	
0.00100000	0.02280313	0.00000201	0.00011276	0.00001044	0.00000119	
0.00100000	0.01270548	0.00000012	0.00011101	0.00000626	0.00000036	
0.00100000	0.00569644	0.00000016	0.00010906	0.00000274	0.00000009	
0.00100000	0.00329743	0.00000015	0.00010769	0.00000129	0.00000007	
0.00100000	0.00211959	0.00000009	0.00010698	0.00000073	0.00000006	
0.00100000	0.00123590	0.00000008	0.00010635	0.00000039	0.00000004	
0.00100000	0.00097334	0.00000007	0.00010579	0.00000025	0.00000003	
0.00100000	0.00086706	0.00000006	0.00010520	0.00000019	0.00000003	
0.00100000	0.00094648	0.00000007	0.00010459	0.00000022	0.00000007	
0.00100000	0.00132688	0.00000007	0.00010406	0.00000034	0.00000016	
0.00100000	0.00172090	0.00000009	0.00010344	0.00000044	0.00000032	
0.00100000	0.00429342	0.00000034	0.00010285	0.00000143	0.00000141	
0.00100000	0.03107416	0.00000445	0.00010399	0.00001216	0.00001189	
0.00100000	0.17553701	0.00000276	0.00010696	0.00007099	0.00002237	
0.00100000	0.04447432	0.00000228	0.00010930	0.00002095	0.00000331	
0.00100000	0.04155552	0.00000078	0.00010375	0.00001382	0.00000296	
0.00100000	0.02092736	0.00000037	0.00010426	0.00000998	0.00000132	
0.00100000	0.00485181	0.00000032	0.00010309	0.00000183	0.00000032	
0.00100000	0.00745371	0.00000014	0.00010222	0.00000306	0.00000052	
0.00100000	0.00228311	0.00000006	0.00010188	0.00000080	0.00000012	
0.00100000	0.00220687	0.00000012	0.00010131	0.00000039	0.00000062	
0.00100000	0.00419051	0.00000057	0.00010100	0.00000103	0.00000158	
0.00100000	0.02867776	0.00000344	0.00010299	0.00001344	0.00000812	
0.00100000	0.06291586	0.00000045	0.00010694	0.00001795	0.00000925	
0.00100000	0.07858976	0.00001775	0.00011086	0.00006715	0.00000073	
0.00100000	0.34017544	0.00000520	0.00010953	0.00016278	0.00001815	
0.00100000	0.08035288	0.00000149	0.00010841	0.00001952	0.00001345	
0.00100000	0.03540900	0.00000026	0.00010534	0.00000777	0.00000681	
0.00100000	0.01311319	0.00000007	0.00010405	0.00000311	0.00000354	
0.00100000	0.00303228	0.00000009	0.00010367	0.00000075	0.00000119	
0.00100000	0.00287118	0.00000007	0.00010386	0.00000065	0.00000050	
0.00100000	0.00328451	0.00000017	0.00010347	0.00000125	0.00000036	
0.00100000	0.00227529	0.00000008	0.00010297	0.00000065	0.00000019	
0.00100000	0.00235443	0.00000017	0.00010251	0.00000109	0.00000007	
0.00100000	0.00253665	0.00000011	0.00010202	0.00000105	0.00000002	
0.00100000	0.00162053	0.00000010	0.00010157	0.00000060	0.00000004	
0.00100000	0.00250568	0.00000034	0.00010107	0.00000126	0.00000021	
0.00100000	0.01828087	0.00000436	0.00010049	0.00001333	0.00000168	
0.00100000	0.22738311	0.00003035	0.00010337	0.00016059	0.00001338	
0.00100000	0.34380189	0.00001315	0.00011452	0.00012491	0.00001452	
0.00100000	0.21161991	0.00000601	0.00010744	0.00008638	0.00000015	
0.00100000	0.08533745	0.00000312	0.00010381	0.00003494	0.00000060	
0.00100000	0.03565898	0.00000298	0.00010340	0.00001470	0.00000250	
0.00100000	0.02682170	0.00000078	0.00010415	0.00000796	0.00000624	
0.00100000	0.02383137	0.00000095	0.00010597	0.00000498	0.00000774	
0.00100000	0.01031571	0.00000034	0.00010585	0.00000400	0.00000118	
0.00100000	0.00634551	0.00000020	0.00010459	0.00000274	0.00000085	
0.00100000	0.00359098	0.00000014	0.00010351	0.00000109	0.00000042	
0.00100000	0.00147129	0.00000009	0.00010271	0.00000046	0.00000005	
0.00100000	0.00150453	0.00000009	0.00010231	0.00000036	0.00000021	
0.00100000	0.00297468	0.00000008	0.00010179	0.00000085	0.00000072	
0.00100000	0.01020607	0.00000033	0.00010176	0.00000175	0.00000614	
0.00100000	0.06768146	0.00000464	0.00011136	0.00001168	0.00003361	
0.00100000	0.13961878	0.00000138	0.00011546	0.00006303	0.00000829	
0.00100000	0.05224445	0.00000520	0.00011466	0.00003346	0.00000346	
0.00100000	0.04329263	0.00000454	0.00011279	0.00002155	0.00000102	
0.00100000	0.03758703	0.00000075	0.00010951	0.00001447	0.00000030	
0.00100000	0.01360686	0.00000012	0.00010585	0.00000556	0.00000017	
0.00100000	0.00360787	0.00000006	0.00010407	0.00000131	0.00000024	
0.00100000	0.00192341	0.00000007	0.00010361	0.00000077	0.00000009	
0.00100000	0.00167852	0.00000029	0.00010328	0.00000091	0.00000010	
0.00100000	0.00979657	0.00000128	0.00010282	0.00000608	0.00000062	
0.00100000	0.06670757	0.00001009	0.00010422	0.00004460	0.00000829	
0.00100000	0.35204247	0.00000136	0.00010980	0.00015827	0.00002547	
0.00100000	0.06425696	0.00000276	0.00010863	0.00004445	0.00000341	
0.00100000	0.03916606	0.00000305	0.00010501	0.00002363	0.00000136	
0.00100000	0.02416886	0.00000209	0.00010307	0.00001275	0.00000038	
0.00100000	0.01580113	0.00000097	0.00010139	0.00000668	0.00000005	
0.00100000	0.00974357	0.00000034	0.00010104	0.00000366	0.00000004	
0.00100000	0.00569147	0.00000007	0.00010076	0.00000229	0.00000004	
0.00100000	0.00188029	0.00000007	0.00010008	0.00000066	0.00000020	
0.00100000	0.00323660	0.00000067	0.00009978	0.00000127	0.00000117	
0.00100000	0.03487816	0.00000242	0.00010396	0.00000925	0.00001694	
0.00100000	0.07724222	0.00000563	0.00011592	0.00002075	0.00001963	
0.00100000	0.06778383	0.00000319	0.00011560	0.00002671	0.00000381	
0.00100000	0.08567199	0.00000074	0.00011402	0.00004261	0.00000077	
0.00100000	0.01693789	0.00000061	0.00011051	0.00000500	0.00000202	
0.00100000	0.00778061	0.00000022	0.00010603	0.00000297	0.00000046	
0.00100000	0.01341220	0.00000156	0.00010578	0.00000881	0.00000021	
0.00100000	0.02655472	0.00000198	0.00010529	0.00001415	0.00000129	
0.00100000	0.06287870	0.00000592	0.00010504	0.00003839	0.00000317	
0.00100000	0.11674194	0.00000284	0.00010451	0.00005436	0.00000601	
0.00100000	0.03122242	0.00000022	0.00010318	0.00000914	0.00000263	
0.00100000	0.00522216	0.00000024	0.00010213	0.00000251	0.00000045	
0.00100000	0.00745194	0.00000030	0.00010176	0.00000223	0.00000180	
0.00100000	0.01181087	0.00000095	0.00010121	0.00000523	0.00000210	
0.00100000	0.03531140	0.00000215	0.00010153	0.00001886	0.00000406	
0.00100000	0.08142269	0.00000372	0.00010473	0.00003676	0.00001155	
0.00100000	0.07699678	0.00000097	0.00010251	0.00002852	0.00000765	
0.00100000	0.00944843	0.00000008	0.00010127	0.00000288	0.00000117	
0.00100000	0.00753590	0.00000038	0.00010123	0.00000074	0.00000322	
0.00100000	0.01263978	0.00000222	0.00010059	0.00000840	0.00000060	
0.00100000	0.08216724	0.00001423	0.00010183	0.00006071	0.00000048	
0.00100000	0.27263892	0.00000195	0.00010324	0.00013520	0.00000201	
0.00100000	0.04138051	0.00000275	0.00010279	0.00002196	0.00000749	
0.00100000	0.05175343	0.00000554	0.00010587	0.00002486	0.00001129	
0.00100000	0.06420013	0.00000197	0.00010538	0.00002172	0.00000305	
0.00100000	0.02434304	0.00000058	0.00010515	0.00000945	0.00000151	
0.00100000	0.01790184	0.00000070	0.00010506	0.00000465	0.00000512	
0.00100000	0.02113429	0.00000027	0.00010317	0.00000931	0.00000141	
0.00100000	0.00408989	0.00000027	0.00010257	0.00000189	0.00000010	
0.00100000	0.00620751	0.00000015	0.00010190	0.00000262	0.00000060	
0.00100000	0.01064424	0.00000082	0.00010149	0.00000363	0.00000381	
0.00100000	0.05966700	0.00000656	0.00010370	0.00002613	0.00001620	
0.00100000	0.15461372	0.00000189	0.00010532	0.00006548	0.00001115	
0.00100000	0.02179094	0.00000085	0.00010318	0.00000790	0.00000349	
0.00100000	0.02356691	0.00000040	0.00010149	0.00000869	0.00000203	
0.00100000	0.00452117	0.00000007	0.00010179	0.00000142	0.00000099	
0.00100000	0.00329258	0.00000008	0.00010130	0.00000048	0.00000084	
0.00100000	0.00123209	0.00000007	0.00010099	0.00000032	0.00000014	
0.00100000	0.00314375	0.00000013	0.00010070	0.00000087	0.00000071	
0.00100000	0.00627708	0.00000124	0.00010082	0.00000197	0.00000253	
0.00100000	0.06102698	0.00001143	0.00010288	0.00003982	0.00000749	
0.00100000	0.18246497	0.00000263	0.00010980	0.00008630	0.00000379	
0.00100000	0.13254537	0.00002682	0.00011975	0.00007139	0.00002936	
0.00100000	0.41996172	0.00000981	0.00013334	0.00017330	0.00000847	
0.00100000	0.12770308	0.00000258	0.00011891	0.00005200	0.00000473	
0.00100000	0.06621557	0.00000145	0.00011480	0.00002696	0.00000261	
0.00100000	0.02436222	0.00000036	0.00010615	0.00000856	0.00000226	
0.00100000	0.01270206	0.00000031	0.00010559	0.00000506	0.00000172	
0.00100000	0.00858954	0.00000027	0.00010405	0.00000332	0.00000035	
0.00100000	0.00563283	0.00000009	0.00010253	0.00000181	0.00000077	
0.00100000	0.00163375	0.00000009	0.00010183	0.00000044	0.00000014	
0.00100000	0.00204664	0.00000012	0.00010139	0.00000048	0.00000059	
0.00100000	0.00391361	0.00000010	0.00010085	0.00000114	0.00000084	
0.00100000	0.00429229	0.00000013	0.00010076	0.00000089	0.00000147	
0.00100000	0.01417152	0.00000071	0.00010210	0.00000368	0.00000652	
0.00100000	0.06418158	0.00000235	0.00010474	0.00002384	0.00001495	
0.00100000	0.04746288	0.00000018	0.00010339	0.00001748	0.00000227	
0.00100000	0.01423157	0.00000196	0.00010221	0.00000787	0.00000271	
0.00100000	0.04230845	0.00000128	0.00010297	0.00002162	0.00000036	
0.00100000	0.01242343	0.00000007	0.00010179	0.00000460	0.00000003	
0.00100000	0.00274334	0.00000038	0.00010133	0.00000177	0.00000005	
0.00100000	0.00871221	0.00000078	0.00010099	0.00000496	0.00000008	
0.00100000	0.02407914	0.00000344	0.00010088	0.00001575	0.00000150	
0.00100000	0.14838428	0.00001201	0.00010418	0.00009107	0.00001534	
0.00100000	0.22711708	0.00000482	0.00010928	0.00007388	0.00002047	
0.00100000	0.14214895	0.00000195	0.00010417	0.00007756	0.00000214	
0.00100000	0.02989909	0.00000243	0.00010326	0.00002008	0.00000101	
0.00100000	0.01900293	0.00000126	0.00010075	0.00000950	0.00000036	
0.00100000	0.01885715	0.00000016	0.00010050	0.00000701	0.00000018	
0.00100000	0.00589864	0.00000043	0.00010028	0.00000182	0.00000106	
0.00100000	0.03452197	0.00000717	0.00010142	0.00002271	0.00000626	
0.00100000	0.09763251	0.00000215	0.00011104	0.00002759	0.00001473	
0.00100000	0.06055143	0.00000025	0.00011417	0.00002693	0.00000162	
0.00100000	0.04412336	0.00000096	0.00011308	0.00002680	0.00000054	
0.00100000	0.00936088	0.00000035	0.00010764	0.00000418	0.00000059	
0.00100000	0.00337577	0.00000010	0.00010463	0.00000109	0.00000040	
0.00100000	0.00387877	0.00000081	0.00010379	0.00000216	0.00000067	
0.00100000	0.01714996	0.00000078	0.00010341	0.00000867	0.00000123	
0.00100000	0.03416290	0.00000340	0.00010262	0.00001806	0.00000597	
0.00100000	0.12786554	0.00000615	0.00010690	0.00006127	0.00001678	
0.00100000	0.07718318	0.00000037	0.00010336	0.00002476	0.00000460	
0.00100000	0.02848537	0.00000075	0.00010247	0.00001284	0.00000392	
0.00100000	0.00777061	0.00000041	0.00010092	0.00000264	0.00000065	
0.00100000	0.01110169	0.00000015	0.00010075	0.00000409	0.00000141	
0.00100000	0.00281598	0.00000027	0.00010048	0.00000079	0.00000045	
0.00100000	0.00808897	0.00000102	0.00010017	0.00000514	0.00000004	
0.00100000	0.02480813	0.00000307	0.00010019	0.00001626	0.00000004	
0.00100000	0.08181056	0.00000832	0.00010081	0.00005315	0.00000007	
0.00100000	0.12489093	0.00000094	0.00010107	0.00005783	0.00000007	
0.00100000	0.00943651	0.00000151	0.00010017	0.00000562	0.00000101	
0.00100000	0.03927171	0.00000261	0.00010390	0.00000963	0.00002110	
0.00100000	0.34220310	0.00000963	0.00013396	0.00014960	0.00005277	
0.00100000	0.16710664	0.00000711	0.00012215	0.00007907	0.00001704	
0.00100000	0.10088112	0.00000486	0.00012459	0.00005777	0.00000507	
0.00100000	0.04985649	0.00000047	0.00011815	0.00002846	0.00000080	
0.00100000	0.02266987	0.00000028	0.00011412	0.00001021	0.00000066	
0.00100000	0.00978583	0.00000008	0.00010959	0.00000377	0.00000046	
0.00100000	0.00248865	0.00000010	0.00010764	0.00000085	0.00000025	
0.00100000	0.00182082	0.00000015	0.00010709	0.00000067	0.00000009	
0.00100000	0.00193258	0.00000011	0.00010667	0.00000069	0.00000004	
0.00100000	0.00158413	0.00000008	0.00010588	0.00000048	0.00000002	
0.00100000	0.00107584	0.00000005	0.00010529	0.00000026	0.00000004	
0.00100000	0.00084101	0.00000006	0.00010468	0.00000018	0.00000003	
0.00100000	0.00086331	0.00000006	0.00010411	0.00000020	0.00000002	
0.00100000	0.00086368	0.00000009	0.00010349	0.00000023	0.00000003	
0.00100000	0.00131904	0.00000007	0.00010294	0.00000042	0.00000002	
0.00100000	0.00084343	0.00000006	0.00010239	0.00000018	0.00000002	
0.00100000	0.00108062	0.00000014	0.00010181	0.00000038	0.00000007	
0.00100000	0.00973556	0.00000320	0.00010124	0.00000809	0.00000087	
0.00100000	0.21493038	0.00003982	0.00010918	0.00015652	0.00001840	
0.00100000	0.47888338	0.00001259	0.00011640	0.00017269	0.00002094	
0.00100000	0.17101781	0.00000720	0.00011043	0.00007224	0.00000606	
0.00100000	0.08160998	0.00000484	0.00010844	0.00003867	0.00000241	
0.00100000	0.03315240	0.00000045	0.00010429	0.00001681	0.00000056	
0.00100000	0.01321391	0.00000008	0.00010345	0.00000622	0.00000066	
0.00100000	0.00610041	0.00000019	0.00010316	0.00000266	0.00000036	
0.00100000	0.00419798	0.00000015	0.00010209	0.00000157	0.00000011	
0.00100000	0.00228998	0.00000010	0.00010124	0.00000079	0.00000003	
0.00100000	0.00148977	0.00000007	0.00010058	0.00000045	0.00000003	
0.00100000	0.00112735	0.00000007	0.00010012	0.00000031	0.00000002	
0.00100000	0.00093485	0.00000006	0.00009967	0.00000023	0.00000003	
0.00100000	0.00088740	0.00000006	0.00009929	0.00000021	0.00000004	
0.00100000	0.00124049	0.00000009	0.00009889	0.00000020	0.00000037	
0.00100000	0.01252387	0.00000183	0.00010066	0.00000118	0.00001028	
0.00100000	0.11241857	0.00000547	0.00013110	0.00001294	0.00004769	
0.00100000	0.10523499	0.00001032	0.00011966	0.00004013	0.00000948	
0.00100000	0.14296589	0.00000209	0.00012303	0.00005553	0.00000283	
0.00100000	0.01596916	0.00000036	0.00011944	0.00000426	0.00000274	
0.00100000	0.02550085	0.00000007	0.00011444	0.00001369	0.00000039	
0.00100000	0.00465968	0.00000015	0.00011118	0.00000178	0.00000037	
0.00100000	0.00548390	0.00000076	0.00010986	0.00000328	0.00000033	
0.00100000	0.00808880	0.00000017	0.00010893	0.00000310	0.00000026	
0.00100000	0.00754626	0.00000065	0.00010833	0.00000461	0.00000017	
0.00100000	0.01819865	0.00000281	0.00010766	0.00001158	0.00000096	
0.00100000	0.10485688	0.00001088	0.00010808	0.00006978	0.00000394	
0.00100000	0.20919810	0.00000070	0.00010713	0.00008935	0.00000868	
0.00100000	0.01386905	0.00000120	0.00010519	0.00000829	0.00000137	
0.00100000	0.01849755	0.00000008	0.00010419	0.00000523	0.00000196	
0.00100000	0.00418308	0.00000033	0.00010299	0.00000195	0.00000098	
0.00100000	0.00858682	0.00000008	0.00010229	0.00000309	0.00000067	
0.00100000	0.00183560	0.00000019	0.00010174	0.00000084	0.00000009	
0.00100000	0.00405822	0.00000015	0.00010110	0.00000172	0.00000029	
0.00100000	0.00411967	0.00000032	0.00010059	0.00000180	0.00000051	
0.00100000	0.01245626	0.00000163	0.00010022	0.00000698	0.00000191	
0.00100000	0.08187302	0.00000966	0.00010269	0.00004844	0.00001261	
0.00100000	0.24243125	0.00000037	0.00010986	0.00009413	0.00001918	
0.00100000	0.02728535	0.00000297	0.00010440	0.00001788	0.00000435	
0.00100000	0.03281485	0.00000131	0.00010237	0.00001154	0.00000165	
0.00100000	0.02048472	0.00000006	0.00010113	0.00000669	0.00000182	
0.00100000	0.00303536	0.00000032	0.00010019	0.00000125	0.00000071	
0.00100000	0.00446934	0.00000011	0.00009996	0.00000139	0.00000026	
0.00100000	0.00163455	0.00000006	0.00009974	0.00000045	0.00000022	
0.00100000	0.00147094	0.00000008	0.00009901	0.00000035	0.00000021	
0.00100000	0.00306289	0.00000087	0.00009869	0.00000217	0.00000007	
0.00100000	0.04964601	0.00001638	0.00009969	0.00004330	0.00000108	
0.00100000	0.35266952	0.00000023	0.00010809	0.00016513	0.00000491	
0.00100000	0.09857185	0.00000039	0.00011351	0.00005361	0.00000051	
0.00100000	0.03384579	0.00000918	0.00011442	0.00001722	0.00000700	
0.00100000	0.21031822	0.00000159	0.00011247	0.00007750	0.00002973	
0.00100000	0.07058372	0.00000091	0.00013109	0.00001818	0.00001350	
0.00100000	0.09372080	0.00000103	0.00011016	0.00004106	0.00000544	
0.00100000	0.03564951	0.00000016	0.00010780	0.00001776	0.00000125	
0.00100000	0.00743702	0.00000011	0.00010611	0.00000340	0.00000052	
0.00100000	0.00321352	0.00000009	0.00010511	0.00000076	0.00000046	
0.00100000	0.00217095	0.00000015	0.00010431	0.00000100	0.00000019	
0.00100000	0.00159523	0.00000007	0.00010392	0.00000050	0.00000004	
0.00100000	0.00124730	0.00000006	0.00010340	0.00000031	0.00000009	
0.00100000	0.00117867	0.00000007	0.00010295	0.00000035	0.00000005	
0.00100000	0.00092190	0.00000010	0.00010239	0.00000025	0.00000003	
0.00100000	0.00160428	0.00000010	0.00010184	0.00000058	0.00000010	
0.00100000	0.00441376	0.00000079	0.00010132	0.00000252	0.00000077	
