Learning Rate	TrainLoss	TrainL(intrr)	TrainL(bndry)	TrainL(intfc)	TrainL(symtry)	
0.00001000	0.02264198	0.00006668	0.00000020	0.00000006	0.00000001	
0.00001000	0.02230746	0.00006608	0.00000020	0.00000006	0.00000001	
0.00001000	0.02240805	0.00006643	0.00000020	0.00000005	0.00000001	
0.00001000	0.02253555	0.00006687	0.00000020	0.00000006	0.00000001	
0.00001000	0.02264452	0.00006661	0.00000020	0.00000006	0.00000001	
0.00001000	0.02283919	0.00006750	0.00000020	0.00000006	0.00000001	
0.00001000	0.02241423	0.00006637	0.00000020	0.00000006	0.00000001	
0.00001000	0.02241477	0.00006638	0.00000020	0.00000006	0.00000001	
0.00001000	0.02222915	0.00006608	0.00000019	0.00000006	0.00000001	
0.00001000	0.02225692	0.00006626	0.00000019	0.00000006	0.00000001	
0.00001000	0.02228118	0.00006636	0.00000020	0.00000006	0.00000001	
0.00001000	0.02246475	0.00006675	0.00000020	0.00000006	0.00000001	
0.00001000	0.02251256	0.00006652	0.00000020	0.00000007	0.00000001	
0.00001000	0.02250948	0.00006671	0.00000020	0.00000006	0.00000001	
0.00001000	0.02222801	0.00006625	0.00000020	0.00000006	0.00000001	
0.00001000	0.02233487	0.00006666	0.00000020	0.00000006	0.00000001	
0.00001000	0.02213443	0.00006622	0.00000019	0.00000006	0.00000001	
0.00001000	0.02223358	0.00006609	0.00000019	0.00000006	0.00000001	
0.00001000	0.02234441	0.00006658	0.00000020	0.00000006	0.00000001	
0.00001000	0.02210835	0.00006622	0.00000019	0.00000006	0.00000001	
0.00001000	0.02297853	0.00006739	0.00000020	0.00000007	0.00000001	
0.00001000	0.02230139	0.00006624	0.00000019	0.00000006	0.00000001	
0.00001000	0.02217216	0.00006688	0.00000019	0.00000006	0.00000001	
0.00001000	0.02258201	0.00006666	0.00000020	0.00000007	0.00000001	
0.00001000	0.02205502	0.00006603	0.00000019	0.00000006	0.00000001	
0.00001000	0.02231401	0.00006669	0.00000020	0.00000006	0.00000001	
0.00001000	0.02217843	0.00006632	0.00000019	0.00000006	0.00000001	
0.00001000	0.02228029	0.00006665	0.00000020	0.00000006	0.00000001	
0.00001000	0.02211766	0.00006597	0.00000019	0.00000007	0.00000001	
0.00001000	0.02212551	0.00006628	0.00000019	0.00000006	0.00000001	
0.00001000	0.02210541	0.00006628	0.00000019	0.00000006	0.00000001	
0.00001000	0.02205072	0.00006609	0.00000019	0.00000006	0.00000001	
0.00001000	0.02205361	0.00006653	0.00000019	0.00000006	0.00000001	
0.00001000	0.02221130	0.00006669	0.00000019	0.00000006	0.00000001	
0.00001000	0.02200390	0.00006617	0.00000019	0.00000006	0.00000001	
0.00001000	0.02234629	0.00006714	0.00000020	0.00000006	0.00000001	
0.00001000	0.02203127	0.00006640	0.00000019	0.00000006	0.00000001	
0.00001000	0.02202126	0.00006634	0.00000019	0.00000006	0.00000001	
0.00001000	0.02215903	0.00006651	0.00000019	0.00000006	0.00000001	
0.00001000	0.02232295	0.00006654	0.00000019	0.00000007	0.00000001	
0.00001000	0.02212808	0.00006688	0.00000019	0.00000006	0.00000001	
0.00001000	0.02208203	0.00006620	0.00000019	0.00000006	0.00000001	
0.00001000	0.02186542	0.00006607	0.00000019	0.00000006	0.00000001	
0.00001000	0.02192076	0.00006598	0.00000019	0.00000006	0.00000001	
0.00001000	0.02190708	0.00006616	0.00000019	0.00000006	0.00000001	
0.00001000	0.02217885	0.00006696	0.00000019	0.00000006	0.00000001	
0.00001000	0.02188951	0.00006623	0.00000019	0.00000006	0.00000001	
0.00001000	0.02221978	0.00006670	0.00000019	0.00000007	0.00000001	
0.00001000	0.02195896	0.00006629	0.00000019	0.00000006	0.00000001	
0.00001000	0.02178480	0.00006609	0.00000019	0.00000006	0.00000001	
0.00001000	0.02190074	0.00006606	0.00000019	0.00000006	0.00000001	
0.00001000	0.02233788	0.00006735	0.00000020	0.00000006	0.00000001	
0.00001000	0.02198218	0.00006657	0.00000019	0.00000006	0.00000001	
0.00001000	0.02193994	0.00006616	0.00000019	0.00000006	0.00000001	
0.00001000	0.02183034	0.00006626	0.00000019	0.00000006	0.00000001	
0.00001000	0.02190277	0.00006658	0.00000019	0.00000006	0.00000001	
0.00001000	0.02179876	0.00006619	0.00000019	0.00000006	0.00000001	
0.00001000	0.02184458	0.00006648	0.00000019	0.00000006	0.00000001	
0.00001000	0.02180305	0.00006623	0.00000019	0.00000006	0.00000001	
0.00001000	0.02178735	0.00006672	0.00000019	0.00000006	0.00000001	
0.00001000	0.02211446	0.00006680	0.00000019	0.00000007	0.00000001	
0.00001000	0.02244168	0.00006742	0.00000019	0.00000007	0.00000001	
0.00001000	0.02181227	0.00006638	0.00000019	0.00000006	0.00000001	
0.00001000	0.02167697	0.00006610	0.00000019	0.00000006	0.00000001	
0.00001000	0.02176086	0.00006620	0.00000019	0.00000006	0.00000001	
0.00001000	0.02211256	0.00006679	0.00000019	0.00000007	0.00000001	
0.00001000	0.02181700	0.00006643	0.00000019	0.00000006	0.00000001	
0.00001000	0.02160957	0.00006619	0.00000019	0.00000006	0.00000001	
0.00001000	0.02196256	0.00006704	0.00000019	0.00000006	0.00000001	
0.00001000	0.02179095	0.00006642	0.00000019	0.00000006	0.00000001	
0.00001000	0.02155491	0.00006612	0.00000019	0.00000005	0.00000001	
0.00001000	0.02170945	0.00006639	0.00000019	0.00000006	0.00000001	
0.00001000	0.02198480	0.00006695	0.00000019	0.00000006	0.00000001	
0.00001000	0.02182280	0.00006642	0.00000019	0.00000006	0.00000001	
0.00001000	0.02161986	0.00006629	0.00000019	0.00000006	0.00000001	
0.00001000	0.02163109	0.00006625	0.00000019	0.00000006	0.00000001	
0.00001000	0.02157891	0.00006605	0.00000019	0.00000006	0.00000001	
0.00001000	0.02175719	0.00006644	0.00000019	0.00000006	0.00000001	
0.00001000	0.02174065	0.00006650	0.00000019	0.00000006	0.00000001	
0.00001000	0.02187434	0.00006654	0.00000019	0.00000006	0.00000001	
0.00001000	0.02153580	0.00006649	0.00000019	0.00000006	0.00000001	
0.00001000	0.02164583	0.00006630	0.00000019	0.00000006	0.00000001	
0.00001000	0.02211752	0.00006752	0.00000019	0.00000007	0.00000001	
0.00001000	0.02184079	0.00006662	0.00000019	0.00000007	0.00000001	
0.00001000	0.02144647	0.00006647	0.00000019	0.00000006	0.00000001	
0.00001000	0.02166018	0.00006678	0.00000019	0.00000006	0.00000001	
0.00001000	0.02163214	0.00006660	0.00000019	0.00000006	0.00000001	
0.00001000	0.02180562	0.00006673	0.00000019	0.00000006	0.00000001	
0.00001000	0.02149923	0.00006622	0.00000019	0.00000006	0.00000001	
0.00001000	0.02155701	0.00006641	0.00000019	0.00000006	0.00000001	
0.00001000	0.02176458	0.00006714	0.00000019	0.00000006	0.00000001	
0.00001000	0.02182425	0.00006674	0.00000019	0.00000006	0.00000001	
0.00001000	0.02153398	0.00006662	0.00000019	0.00000006	0.00000001	
0.00001000	0.02203419	0.00006687	0.00000019	0.00000007	0.00000001	
0.00001000	0.02158656	0.00006630	0.00000019	0.00000006	0.00000001	
0.00001000	0.02155802	0.00006615	0.00000019	0.00000006	0.00000001	
0.00001000	0.02143351	0.00006604	0.00000019	0.00000006	0.00000001	
0.00001000	0.02129475	0.00006605	0.00000019	0.00000006	0.00000001	
0.00001000	0.02141878	0.00006607	0.00000019	0.00000006	0.00000001	
0.00001000	0.02135913	0.00006618	0.00000019	0.00000006	0.00000001	
0.00001000	0.02128973	0.00006604	0.00000019	0.00000005	0.00000001	
0.00001000	0.02165158	0.00006653	0.00000019	0.00000006	0.00000001	
0.00001000	0.02183074	0.00006665	0.00000019	0.00000007	0.00000001	
0.00001000	0.02140963	0.00006618	0.00000019	0.00000006	0.00000001	
0.00001000	0.02159428	0.00006661	0.00000019	0.00000006	0.00000001	
0.00001000	0.02155127	0.00006659	0.00000019	0.00000006	0.00000001	
0.00001000	0.02123820	0.00006614	0.00000019	0.00000006	0.00000001	
0.00001000	0.02138372	0.00006660	0.00000019	0.00000006	0.00000001	
0.00001000	0.02148612	0.00006667	0.00000019	0.00000006	0.00000001	
0.00001000	0.02150294	0.00006654	0.00000019	0.00000006	0.00000001	
0.00001000	0.02198258	0.00006692	0.00000019	0.00000007	0.00000001	
0.00001000	0.02126313	0.00006604	0.00000018	0.00000006	0.00000001	
0.00001000	0.02139848	0.00006617	0.00000019	0.00000006	0.00000001	
0.00001000	0.02149319	0.00006644	0.00000019	0.00000006	0.00000001	
0.00001000	0.02133792	0.00006629	0.00000019	0.00000006	0.00000001	
0.00001000	0.02148527	0.00006637	0.00000019	0.00000007	0.00000001	
0.00001000	0.02123593	0.00006624	0.00000019	0.00000006	0.00000001	
0.00001000	0.02121079	0.00006612	0.00000018	0.00000006	0.00000001	
0.00001000	0.02119781	0.00006619	0.00000018	0.00000006	0.00000001	
0.00001000	0.02130516	0.00006650	0.00000019	0.00000006	0.00000001	
0.00001000	0.02136036	0.00006637	0.00000019	0.00000006	0.00000001	
0.00001000	0.02122414	0.00006613	0.00000018	0.00000006	0.00000001	
0.00001000	0.02139284	0.00006668	0.00000019	0.00000006	0.00000001	
0.00001000	0.02119962	0.00006622	0.00000018	0.00000006	0.00000001	
0.00001000	0.02147350	0.00006669	0.00000019	0.00000006	0.00000001	
0.00001000	0.02139952	0.00006691	0.00000019	0.00000006	0.00000001	
0.00001000	0.02134511	0.00006679	0.00000019	0.00000007	0.00000001	
0.00001000	0.02120907	0.00006623	0.00000018	0.00000006	0.00000001	
0.00001000	0.02108181	0.00006621	0.00000018	0.00000005	0.00000001	
0.00001000	0.02123083	0.00006635	0.00000018	0.00000006	0.00000001	
0.00001000	0.02125490	0.00006632	0.00000018	0.00000006	0.00000001	
0.00001000	0.02126764	0.00006627	0.00000018	0.00000006	0.00000001	
0.00001000	0.02152913	0.00006682	0.00000019	0.00000006	0.00000001	
0.00001000	0.02118343	0.00006659	0.00000018	0.00000006	0.00000001	
0.00001000	0.02108866	0.00006635	0.00000018	0.00000006	0.00000001	
0.00001000	0.02115966	0.00006638	0.00000019	0.00000006	0.00000001	
0.00001000	0.02116148	0.00006635	0.00000018	0.00000006	0.00000001	
0.00001000	0.02131738	0.00006648	0.00000019	0.00000006	0.00000001	
0.00001000	0.02106643	0.00006605	0.00000018	0.00000006	0.00000001	
0.00001000	0.02106304	0.00006643	0.00000018	0.00000006	0.00000001	
0.00001000	0.02144633	0.00006651	0.00000018	0.00000007	0.00000001	
0.00001000	0.02112680	0.00006650	0.00000018	0.00000006	0.00000001	
0.00001000	0.02080787	0.00006581	0.00000018	0.00000005	0.00000001	
0.00001000	0.02096320	0.00006619	0.00000018	0.00000006	0.00000001	
0.00001000	0.02119599	0.00006629	0.00000018	0.00000006	0.00000001	
0.00001000	0.02103780	0.00006610	0.00000018	0.00000006	0.00000001	
0.00001000	0.02097419	0.00006614	0.00000018	0.00000006	0.00000001	
0.00001000	0.02104819	0.00006654	0.00000018	0.00000006	0.00000001	
0.00001000	0.02110714	0.00006651	0.00000018	0.00000006	0.00000001	
0.00001000	0.02109635	0.00006612	0.00000018	0.00000006	0.00000001	
0.00001000	0.02087530	0.00006613	0.00000018	0.00000006	0.00000001	
0.00001000	0.02185338	0.00006735	0.00000019	0.00000009	0.00000001	
0.00001000	0.02106293	0.00006655	0.00000018	0.00000006	0.00000001	
0.00001000	0.02109578	0.00006691	0.00000018	0.00000006	0.00000001	
0.00001000	0.02096913	0.00006627	0.00000018	0.00000006	0.00000001	
0.00001000	0.02089329	0.00006604	0.00000018	0.00000006	0.00000001	
0.00001000	0.02131786	0.00006682	0.00000018	0.00000006	0.00000001	
0.00001000	0.02089654	0.00006633	0.00000018	0.00000006	0.00000001	
0.00001000	0.02087610	0.00006626	0.00000018	0.00000006	0.00000001	
0.00001000	0.02116259	0.00006620	0.00000018	0.00000006	0.00000001	
0.00001000	0.02116422	0.00006638	0.00000018	0.00000006	0.00000001	
0.00001000	0.02078036	0.00006607	0.00000018	0.00000006	0.00000001	
0.00001000	0.02101669	0.00006639	0.00000018	0.00000007	0.00000001	
0.00001000	0.02097009	0.00006639	0.00000018	0.00000006	0.00000001	
0.00001000	0.02076426	0.00006632	0.00000018	0.00000006	0.00000001	
0.00001000	0.02126604	0.00006660	0.00000018	0.00000006	0.00000001	
0.00001000	0.02086441	0.00006605	0.00000018	0.00000006	0.00000001	
0.00001000	0.02119750	0.00006666	0.00000018	0.00000006	0.00000001	
0.00001000	0.02111547	0.00006670	0.00000018	0.00000006	0.00000001	
0.00001000	0.02101700	0.00006660	0.00000018	0.00000006	0.00000001	
0.00001000	0.02074416	0.00006573	0.00000018	0.00000006	0.00000001	
0.00001000	0.02075423	0.00006621	0.00000018	0.00000006	0.00000001	
0.00001000	0.02087802	0.00006650	0.00000018	0.00000006	0.00000001	
0.00001000	0.02067860	0.00006602	0.00000018	0.00000006	0.00000001	
0.00001000	0.02075867	0.00006599	0.00000018	0.00000006	0.00000001	
0.00001000	0.02091240	0.00006634	0.00000018	0.00000006	0.00000001	
0.00001000	0.02077372	0.00006660	0.00000018	0.00000006	0.00000001	
0.00001000	0.02085769	0.00006629	0.00000018	0.00000006	0.00000001	
0.00001000	0.02082302	0.00006619	0.00000018	0.00000006	0.00000001	
0.00001000	0.02111402	0.00006695	0.00000018	0.00000007	0.00000001	
0.00001000	0.02100305	0.00006631	0.00000018	0.00000006	0.00000001	
0.00001000	0.02087347	0.00006660	0.00000018	0.00000006	0.00000001	
0.00001000	0.02088135	0.00006680	0.00000018	0.00000006	0.00000001	
0.00001000	0.02085118	0.00006662	0.00000018	0.00000006	0.00000001	
0.00001000	0.02051477	0.00006604	0.00000018	0.00000005	0.00000001	
0.00001000	0.02061402	0.00006600	0.00000018	0.00000005	0.00000001	
0.00001000	0.02074200	0.00006607	0.00000018	0.00000006	0.00000001	
0.00001000	0.02062019	0.00006631	0.00000018	0.00000006	0.00000001	
0.00001000	0.02072408	0.00006627	0.00000018	0.00000006	0.00000001	
0.00001000	0.02074313	0.00006649	0.00000018	0.00000006	0.00000001	
0.00001000	0.02057184	0.00006602	0.00000018	0.00000005	0.00000001	
0.00001000	0.02083968	0.00006645	0.00000018	0.00000006	0.00000001	
0.00001000	0.02052938	0.00006609	0.00000018	0.00000006	0.00000001	
0.00001000	0.02085332	0.00006680	0.00000018	0.00000006	0.00000001	
0.00001000	0.02080221	0.00006655	0.00000018	0.00000006	0.00000001	
0.00001000	0.02073964	0.00006636	0.00000018	0.00000006	0.00000001	
0.00001000	0.02069362	0.00006622	0.00000018	0.00000006	0.00000001	
0.00001000	0.02050036	0.00006623	0.00000018	0.00000006	0.00000001	
0.00001000	0.02074547	0.00006682	0.00000018	0.00000006	0.00000001	
0.00001000	0.02094434	0.00006684	0.00000018	0.00000006	0.00000001	
0.00001000	0.02055979	0.00006664	0.00000018	0.00000006	0.00000001	
0.00001000	0.02090238	0.00006624	0.00000018	0.00000006	0.00000001	
0.00001000	0.02083121	0.00006699	0.00000018	0.00000006	0.00000001	
0.00001000	0.02041946	0.00006620	0.00000018	0.00000006	0.00000001	
0.00001000	0.02077361	0.00006668	0.00000018	0.00000006	0.00000001	
0.00001000	0.02055814	0.00006617	0.00000018	0.00000006	0.00000001	
0.00001000	0.02055949	0.00006608	0.00000018	0.00000006	0.00000001	
0.00001000	0.02046476	0.00006600	0.00000018	0.00000006	0.00000001	
0.00001000	0.02049037	0.00006600	0.00000018	0.00000006	0.00000001	
0.00001000	0.02055618	0.00006630	0.00000018	0.00000006	0.00000001	
0.00001000	0.02047155	0.00006615	0.00000018	0.00000006	0.00000001	
0.00001000	0.02058836	0.00006652	0.00000018	0.00000006	0.00000001	
0.00001000	0.02035600	0.00006611	0.00000018	0.00000006	0.00000001	
0.00001000	0.02046698	0.00006630	0.00000018	0.00000006	0.00000001	
0.00001000	0.02046954	0.00006607	0.00000018	0.00000006	0.00000001	
0.00001000	0.02075642	0.00006668	0.00000018	0.00000006	0.00000001	
0.00001000	0.02082497	0.00006677	0.00000018	0.00000007	0.00000001	
0.00001000	0.02063404	0.00006641	0.00000018	0.00000007	0.00000001	
0.00001000	0.02024705	0.00006597	0.00000018	0.00000006	0.00000001	
0.00001000	0.02047905	0.00006636	0.00000018	0.00000006	0.00000001	
0.00001000	0.02049577	0.00006638	0.00000018	0.00000006	0.00000001	
0.00001000	0.02043825	0.00006631	0.00000018	0.00000006	0.00000001	
0.00001000	0.02089776	0.00006675	0.00000018	0.00000006	0.00000001	
0.00001000	0.02040530	0.00006606	0.00000018	0.00000007	0.00000001	
0.00001000	0.02034660	0.00006649	0.00000018	0.00000006	0.00000001	
0.00001000	0.02027898	0.00006649	0.00000018	0.00000006	0.00000001	
0.00001000	0.02029779	0.00006609	0.00000018	0.00000005	0.00000001	
0.00001000	0.02024872	0.00006606	0.00000018	0.00000006	0.00000001	
0.00001000	0.02043093	0.00006638	0.00000018	0.00000006	0.00000001	
0.00001000	0.02059323	0.00006647	0.00000018	0.00000006	0.00000001	
0.00001000	0.02045303	0.00006632	0.00000018	0.00000006	0.00000001	
0.00001000	0.02024328	0.00006610	0.00000018	0.00000006	0.00000001	
0.00001000	0.02022694	0.00006600	0.00000017	0.00000006	0.00000001	
0.00001000	0.02038491	0.00006645	0.00000018	0.00000006	0.00000001	
0.00001000	0.02064552	0.00006659	0.00000018	0.00000007	0.00000001	
0.00001000	0.02064544	0.00006663	0.00000018	0.00000007	0.00000001	
0.00001000	0.02009370	0.00006605	0.00000017	0.00000005	0.00000001	
0.00001000	0.02035485	0.00006621	0.00000018	0.00000006	0.00000001	
0.00001000	0.02057815	0.00006692	0.00000018	0.00000006	0.00000001	
0.00001000	0.02034883	0.00006629	0.00000018	0.00000006	0.00000001	
0.00001000	0.02038715	0.00006640	0.00000018	0.00000006	0.00000001	
0.00001000	0.02066089	0.00006721	0.00000018	0.00000006	0.00000001	
0.00001000	0.02017304	0.00006627	0.00000017	0.00000006	0.00000001	
0.00001000	0.02044090	0.00006632	0.00000018	0.00000007	0.00000001	
0.00001000	0.02012643	0.00006601	0.00000017	0.00000006	0.00000001	
0.00001000	0.02013208	0.00006608	0.00000017	0.00000006	0.00000001	
0.00001000	0.02044909	0.00006666	0.00000018	0.00000007	0.00000001	
0.00001000	0.02022036	0.00006647	0.00000017	0.00000006	0.00000001	
0.00001000	0.02031555	0.00006683	0.00000018	0.00000006	0.00000001	
0.00001000	0.02010851	0.00006636	0.00000017	0.00000006	0.00000001	
0.00001000	0.02005258	0.00006577	0.00000017	0.00000006	0.00000001	
0.00001000	0.02004456	0.00006596	0.00000017	0.00000006	0.00000001	
0.00001000	0.02015783	0.00006637	0.00000018	0.00000006	0.00000001	
0.00001000	0.02052139	0.00006696	0.00000018	0.00000007	0.00000001	
0.00001000	0.02023962	0.00006645	0.00000017	0.00000006	0.00000001	
0.00001000	0.02027594	0.00006598	0.00000017	0.00000006	0.00000001	
0.00001000	0.02002931	0.00006608	0.00000017	0.00000006	0.00000001	
0.00001000	0.02002391	0.00006605	0.00000017	0.00000006	0.00000001	
0.00001000	0.02009765	0.00006675	0.00000017	0.00000006	0.00000001	
0.00001000	0.02013801	0.00006612	0.00000017	0.00000006	0.00000001	
0.00001000	0.02005120	0.00006635	0.00000017	0.00000005	0.00000001	
0.00001000	0.02057728	0.00006727	0.00000018	0.00000006	0.00000001	
0.00001000	0.02021224	0.00006656	0.00000018	0.00000006	0.00000001	
0.00001000	0.02017515	0.00006636	0.00000017	0.00000006	0.00000001	
0.00001000	0.01993304	0.00006609	0.00000017	0.00000005	0.00000001	
0.00001000	0.01979798	0.00006561	0.00000017	0.00000005	0.00000001	
0.00001000	0.01999018	0.00006601	0.00000017	0.00000006	0.00000001	
0.00001000	0.02001988	0.00006627	0.00000017	0.00000006	0.00000001	
0.00001000	0.01997160	0.00006616	0.00000017	0.00000006	0.00000001	
0.00001000	0.02009157	0.00006628	0.00000017	0.00000006	0.00000001	
0.00001000	0.01997882	0.00006591	0.00000017	0.00000006	0.00000001	
0.00001000	0.02014494	0.00006633	0.00000017	0.00000006	0.00000001	
0.00001000	0.02003107	0.00006621	0.00000017	0.00000006	0.00000001	
0.00001000	0.02019832	0.00006690	0.00000017	0.00000006	0.00000001	
0.00001000	0.01990163	0.00006626	0.00000017	0.00000006	0.00000001	
0.00001000	0.01995801	0.00006607	0.00000017	0.00000006	0.00000001	
0.00001000	0.02005394	0.00006650	0.00000017	0.00000006	0.00000001	
0.00001000	0.01997562	0.00006628	0.00000017	0.00000006	0.00000001	
0.00001000	0.01994673	0.00006631	0.00000017	0.00000006	0.00000001	
0.00001000	0.02028213	0.00006699	0.00000017	0.00000006	0.00000001	
0.00001000	0.01989114	0.00006588	0.00000017	0.00000006	0.00000001	
0.00001000	0.02003746	0.00006627	0.00000017	0.00000007	0.00000001	
0.00001000	0.02015007	0.00006697	0.00000017	0.00000007	0.00000001	
0.00001000	0.02004407	0.00006644	0.00000017	0.00000006	0.00000001	
0.00001000	0.02054437	0.00006723	0.00000018	0.00000007	0.00000001	
0.00001000	0.01985184	0.00006601	0.00000017	0.00000006	0.00000001	
0.00001000	0.01991026	0.00006606	0.00000017	0.00000005	0.00000001	
0.00001000	0.02009496	0.00006660	0.00000017	0.00000006	0.00000001	
0.00001000	0.02023148	0.00006659	0.00000017	0.00000007	0.00000001	
0.00001000	0.01984961	0.00006595	0.00000017	0.00000006	0.00000001	
0.00001000	0.01982959	0.00006600	0.00000017	0.00000006	0.00000001	
0.00001000	0.01975900	0.00006574	0.00000017	0.00000005	0.00000001	
0.00001000	0.01983861	0.00006601	0.00000017	0.00000005	0.00000001	
0.00001000	0.01963542	0.00006573	0.00000017	0.00000005	0.00000001	
0.00001000	0.01972527	0.00006625	0.00000017	0.00000006	0.00000001	
0.00001000	0.02022436	0.00006650	0.00000017	0.00000007	0.00000001	
0.00001000	0.01992247	0.00006627	0.00000017	0.00000006	0.00000001	
0.00001000	0.01997358	0.00006690	0.00000017	0.00000006	0.00000001	
0.00001000	0.01976529	0.00006622	0.00000017	0.00000006	0.00000001	
0.00001000	0.01985164	0.00006603	0.00000017	0.00000006	0.00000001	
0.00001000	0.01958885	0.00006593	0.00000017	0.00000005	0.00000001	
0.00001000	0.01974378	0.00006607	0.00000017	0.00000006	0.00000001	
0.00001000	0.02011078	0.00006693	0.00000017	0.00000006	0.00000001	
0.00001000	0.01976511	0.00006634	0.00000017	0.00000006	0.00000001	
0.00001000	0.02023332	0.00006726	0.00000017	0.00000006	0.00000001	
0.00001000	0.01965643	0.00006625	0.00000017	0.00000005	0.00000001	
0.00001000	0.01958863	0.00006570	0.00000017	0.00000006	0.00000001	
0.00001000	0.01968384	0.00006593	0.00000017	0.00000006	0.00000001	
0.00001000	0.01969911	0.00006587	0.00000017	0.00000006	0.00000001	
0.00001000	0.01998558	0.00006686	0.00000017	0.00000006	0.00000001	
0.00001000	0.01994988	0.00006693	0.00000017	0.00000006	0.00000001	
0.00001000	0.01989418	0.00006657	0.00000017	0.00000006	0.00000001	
0.00001000	0.01958723	0.00006592	0.00000017	0.00000006	0.00000001	
0.00001000	0.01968540	0.00006607	0.00000017	0.00000006	0.00000001	
0.00001000	0.01997728	0.00006637	0.00000017	0.00000007	0.00000001	
0.00001000	0.01950566	0.00006623	0.00000017	0.00000006	0.00000001	
0.00001000	0.01969332	0.00006572	0.00000017	0.00000006	0.00000001	
0.00001000	0.01977189	0.00006645	0.00000017	0.00000006	0.00000001	
0.00001000	0.01986310	0.00006652	0.00000017	0.00000006	0.00000001	
0.00001000	0.01984880	0.00006629	0.00000017	0.00000006	0.00000001	
0.00001000	0.01946081	0.00006590	0.00000017	0.00000005	0.00000001	
0.00001000	0.01957092	0.00006596	0.00000017	0.00000006	0.00000001	
0.00001000	0.01945584	0.00006570	0.00000017	0.00000005	0.00000001	
0.00001000	0.01978724	0.00006625	0.00000017	0.00000006	0.00000001	
0.00001000	0.02035348	0.00006741	0.00000017	0.00000006	0.00000001	
0.00001000	0.01969100	0.00006630	0.00000017	0.00000006	0.00000001	
0.00001000	0.01987357	0.00006676	0.00000017	0.00000006	0.00000001	
0.00001000	0.01978795	0.00006631	0.00000017	0.00000006	0.00000001	
0.00001000	0.01950929	0.00006577	0.00000017	0.00000006	0.00000001	
0.00001000	0.01949841	0.00006592	0.00000017	0.00000006	0.00000001	
0.00001000	0.01976129	0.00006665	0.00000017	0.00000006	0.00000001	
0.00001000	0.01950308	0.00006630	0.00000017	0.00000006	0.00000001	
0.00001000	0.02029667	0.00006742	0.00000017	0.00000006	0.00000001	
0.00001000	0.01959755	0.00006622	0.00000017	0.00000006	0.00000001	
0.00001000	0.02000014	0.00006691	0.00000017	0.00000006	0.00000001	
0.00001000	0.01999486	0.00006701	0.00000017	0.00000006	0.00000001	
0.00001000	0.01962731	0.00006622	0.00000017	0.00000006	0.00000001	
0.00001000	0.01930717	0.00006576	0.00000017	0.00000006	0.00000001	
0.00001000	0.01942559	0.00006575	0.00000017	0.00000006	0.00000001	
0.00001000	0.01953306	0.00006642	0.00000017	0.00000006	0.00000001	
0.00001000	0.01947161	0.00006617	0.00000017	0.00000006	0.00000001	
0.00001000	0.01942742	0.00006583	0.00000017	0.00000006	0.00000001	
0.00001000	0.01952595	0.00006603	0.00000017	0.00000006	0.00000001	
0.00001000	0.01951526	0.00006591	0.00000017	0.00000006	0.00000001	
0.00001000	0.01981880	0.00006711	0.00000017	0.00000007	0.00000001	
0.00001000	0.01942663	0.00006600	0.00000017	0.00000006	0.00000001	
0.00001000	0.02006028	0.00006761	0.00000017	0.00000007	0.00000001	
0.00001000	0.01981216	0.00006666	0.00000017	0.00000006	0.00000001	
0.00001000	0.01928871	0.00006591	0.00000017	0.00000005	0.00000001	
0.00001000	0.01947860	0.00006623	0.00000017	0.00000007	0.00000001	
0.00001000	0.01953633	0.00006629	0.00000017	0.00000006	0.00000001	
0.00001000	0.01945393	0.00006613	0.00000017	0.00000006	0.00000001	
0.00001000	0.01929192	0.00006603	0.00000017	0.00000005	0.00000001	
0.00001000	0.01975174	0.00006645	0.00000017	0.00000006	0.00000001	
0.00001000	0.01927236	0.00006578	0.00000017	0.00000006	0.00000001	
0.00001000	0.01954441	0.00006609	0.00000017	0.00000006	0.00000001	
0.00001000	0.01932006	0.00006590	0.00000017	0.00000006	0.00000001	
0.00001000	0.01980522	0.00006686	0.00000017	0.00000007	0.00000001	
0.00001000	0.01954648	0.00006618	0.00000017	0.00000007	0.00000001	
0.00001000	0.01946521	0.00006617	0.00000017	0.00000006	0.00000001	
0.00001000	0.01958857	0.00006639	0.00000017	0.00000007	0.00000001	
0.00001000	0.01923280	0.00006579	0.00000017	0.00000005	0.00000001	
0.00001000	0.01934130	0.00006608	0.00000017	0.00000006	0.00000001	
0.00001000	0.01923410	0.00006572	0.00000017	0.00000006	0.00000001	
0.00001000	0.01929474	0.00006586	0.00000017	0.00000006	0.00000001	
0.00001000	0.01948343	0.00006640	0.00000017	0.00000006	0.00000001	
0.00001000	0.01928841	0.00006615	0.00000017	0.00000006	0.00000001	
0.00001000	0.01922915	0.00006593	0.00000017	0.00000006	0.00000001	
0.00001000	0.01936375	0.00006632	0.00000017	0.00000006	0.00000001	
0.00001000	0.01981897	0.00006743	0.00000017	0.00000005	0.00000001	
0.00001000	0.01953539	0.00006636	0.00000017	0.00000006	0.00000001	
0.00001000	0.01926904	0.00006622	0.00000017	0.00000005	0.00000001	
0.00001000	0.01919317	0.00006610	0.00000016	0.00000006	0.00000001	
0.00001000	0.01937187	0.00006639	0.00000017	0.00000006	0.00000001	
0.00001000	0.01913191	0.00006595	0.00000016	0.00000005	0.00000001	
0.00001000	0.01913747	0.00006588	0.00000016	0.00000005	0.00000001	
