Learning Rate	TrainLoss	TestLoss	TrainL(reglr)	TrainL(bndry)	TrainL(snglr)	TrainL(symtry)	
0.00010000	0.17553555	0.00001062	0.00388786	0.00004040	0.00004679	0.00000226	
0.00010000	0.16984659	0.00001004	0.00394720	0.00003834	0.00004627	0.00000221	
0.00010000	0.16807636	0.00000972	0.00386082	0.00003960	0.00004696	0.00000208	
0.00010000	0.18287922	0.00001053	0.00425770	0.00003801	0.00005039	0.00000202	
0.00010000	0.18258573	0.00000727	0.00391520	0.00003978	0.00005170	0.00000204	
0.00010000	0.19261842	0.00000677	0.00385767	0.00004037	0.00004914	0.00000197	
0.00010000	0.17856205	0.00000593	0.00416329	0.00003799	0.00004933	0.00000199	
0.00010000	0.18251164	0.00001112	0.00399684	0.00003971	0.00005303	0.00000202	
0.00010000	0.19152815	0.00000779	0.00429074	0.00004447	0.00004676	0.00000187	
0.00010000	0.18394301	0.00000678	0.00435693	0.00003928	0.00004910	0.00000199	
0.00010000	0.18889616	0.00000903	0.00405345	0.00003990	0.00005502	0.00000199	
0.00010000	0.20008666	0.00000758	0.00388539	0.00004104	0.00005969	0.00000189	
0.00010000	0.17974391	0.00001093	0.00388566	0.00004094	0.00005092	0.00000200	
0.00010000	0.17298598	0.00000882	0.00404866	0.00003847	0.00005464	0.00000206	
0.00010000	0.19525717	0.00000923	0.00399527	0.00004443	0.00005789	0.00000218	
0.00010000	0.19927536	0.00000882	0.00420517	0.00004199	0.00005386	0.00000197	
0.00010000	0.17881323	0.00000691	0.00441350	0.00003940	0.00005261	0.00000209	
0.00010000	0.18505641	0.00000880	0.00434509	0.00003875	0.00004946	0.00000226	
0.00010000	0.19003030	0.00000925	0.00414677	0.00003918	0.00004854	0.00000219	
0.00010000	0.17473857	0.00001134	0.00409863	0.00003873	0.00004567	0.00000216	
0.00010000	0.16775496	0.00001082	0.00387972	0.00004026	0.00004327	0.00000209	
0.00010000	0.17400136	0.00001229	0.00386106	0.00003951	0.00004746	0.00000210	
0.00010000	0.15999908	0.00001259	0.00398480	0.00003839	0.00004449	0.00000230	
0.00010000	0.18441016	0.00001560	0.00401827	0.00003891	0.00005030	0.00000203	
0.00010000	0.17252860	0.00001703	0.00392239	0.00004084	0.00004523	0.00000200	
0.00010000	0.16598518	0.00001233	0.00399942	0.00003910	0.00004543	0.00000201	
0.00010000	0.18379435	0.00000835	0.00387984	0.00004000	0.00004540	0.00000198	
0.00010000	0.17008804	0.00000616	0.00393677	0.00003937	0.00004508	0.00000195	
0.00010000	0.17590895	0.00000763	0.00393480	0.00003895	0.00004994	0.00000218	
0.00010000	0.17523337	0.00000930	0.00391039	0.00004053	0.00004570	0.00000208	
0.00010000	0.18792924	0.00001042	0.00394069	0.00003832	0.00005155	0.00000198	
0.00010000	0.17356055	0.00001530	0.00393792	0.00003956	0.00005051	0.00000200	
0.00010000	0.19395461	0.00000994	0.00386057	0.00004100	0.00005139	0.00000213	
0.00010000	0.19204234	0.00000878	0.00407159	0.00003781	0.00005098	0.00000260	
0.00010000	0.19750242	0.00000621	0.00382343	0.00004009	0.00005418	0.00000205	
0.00010000	0.18081768	0.00000930	0.00398382	0.00003971	0.00004967	0.00000212	
0.00010000	0.18516994	0.00000962	0.00408558	0.00003820	0.00005422	0.00000210	
0.00010000	0.17650143	0.00000676	0.00386120	0.00004114	0.00004351	0.00000202	
0.00010000	0.18839958	0.00000717	0.00383175	0.00003956	0.00004721	0.00000208	
0.00010000	0.17527449	0.00000732	0.00396419	0.00003875	0.00004771	0.00000197	
0.00010000	0.18971754	0.00000632	0.00393342	0.00003887	0.00005357	0.00000202	
0.00010000	0.19139262	0.00000651	0.00383273	0.00004039	0.00005460	0.00000216	
0.00010000	0.18239414	0.00000669	0.00385184	0.00003927	0.00004875	0.00000209	
0.00010000	0.17913844	0.00000821	0.00387416	0.00003955	0.00004979	0.00000233	
0.00010000	0.19030247	0.00000938	0.00396387	0.00003962	0.00005453	0.00000213	
0.00010000	0.18993153	0.00000742	0.00389579	0.00004095	0.00005193	0.00000206	
0.00010000	0.20284583	0.00000745	0.00384960	0.00003954	0.00005609	0.00000207	
0.00010000	0.18119495	0.00000610	0.00383945	0.00004063	0.00005051	0.00000202	
0.00010000	0.17625697	0.00000617	0.00390123	0.00003983	0.00004418	0.00000203	
0.00010000	0.18452486	0.00000634	0.00390133	0.00003990	0.00004725	0.00000208	
0.00010000	0.17112884	0.00000582	0.00401632	0.00003817	0.00004600	0.00000197	
0.00010000	0.17473967	0.00000743	0.00412830	0.00003979	0.00004565	0.00000191	
0.00010000	0.17880147	0.00000668	0.00404296	0.00003968	0.00004563	0.00000184	
0.00010000	0.18341789	0.00000727	0.00415459	0.00003824	0.00005199	0.00000208	
0.00010000	0.17107084	0.00000691	0.00428070	0.00004277	0.00004844	0.00000202	
0.00010000	0.20864908	0.00000660	0.00407060	0.00004033	0.00005472	0.00000240	
0.00010000	0.17717262	0.00000846	0.00395189	0.00003990	0.00004965	0.00000237	
0.00010000	0.16442503	0.00000905	0.00406214	0.00003844	0.00004753	0.00000207	
0.00010000	0.16961102	0.00000750	0.00388094	0.00003893	0.00004546	0.00000218	
0.00010000	0.17982811	0.00000720	0.00400633	0.00003826	0.00004953	0.00000199	
0.00010000	0.17744729	0.00000895	0.00385301	0.00003922	0.00004477	0.00000193	
0.00010000	0.17686045	0.00001015	0.00391776	0.00003863	0.00004831	0.00000193	
0.00010000	0.17482557	0.00001270	0.00393891	0.00003838	0.00004631	0.00000196	
0.00010000	0.16146932	0.00001015	0.00390898	0.00003986	0.00004454	0.00000211	
0.00010000	0.17379318	0.00000779	0.00382027	0.00003918	0.00004786	0.00000201	
0.00010000	0.17942626	0.00000911	0.00393730	0.00003847	0.00004710	0.00000195	
0.00010000	0.17686632	0.00000971	0.00392187	0.00003876	0.00004686	0.00000192	
0.00010000	0.17237341	0.00000674	0.00390736	0.00003973	0.00004677	0.00000204	
0.00010000	0.18715211	0.00000607	0.00400070	0.00003838	0.00005299	0.00000216	
0.00010000	0.17311039	0.00000751	0.00396762	0.00003877	0.00004620	0.00000249	
0.00010000	0.16652961	0.00000604	0.00403464	0.00003811	0.00004699	0.00000248	
0.00010000	0.19239693	0.00000674	0.00387236	0.00004163	0.00005212	0.00000209	
0.00010000	0.17381132	0.00000661	0.00401604	0.00003926	0.00004826	0.00000209	
0.00010000	0.17791269	0.00000624	0.00415320	0.00003800	0.00005637	0.00000209	
0.00010000	0.20603813	0.00000808	0.00412557	0.00004468	0.00005738	0.00000289	
0.00010000	0.20765125	0.00000667	0.00458315	0.00004356	0.00006048	0.00000237	
0.00010000	0.18224224	0.00000642	0.00470117	0.00003934	0.00005110	0.00000282	
0.00010000	0.18572260	0.00000740	0.00453914	0.00004159	0.00004426	0.00000257	
0.00010000	0.17805983	0.00000722	0.00413583	0.00003903	0.00004797	0.00000231	
0.00010000	0.17886941	0.00000894	0.00422431	0.00003986	0.00005114	0.00000198	
0.00010000	0.18080365	0.00001175	0.00397815	0.00003908	0.00005282	0.00000191	
0.00010000	0.17514563	0.00000782	0.00387140	0.00003895	0.00004743	0.00000202	
0.00010000	0.16600344	0.00000863	0.00394481	0.00003809	0.00004856	0.00000214	
0.00010000	0.17506037	0.00000732	0.00390693	0.00003828	0.00004832	0.00000202	
0.00010000	0.18046142	0.00000710	0.00385398	0.00004261	0.00004530	0.00000191	
0.00010000	0.16481611	0.00000818	0.00399524	0.00003745	0.00004826	0.00000215	
0.00010000	0.17179790	0.00001083	0.00385402	0.00003948	0.00004740	0.00000203	
0.00010000	0.17306229	0.00000933	0.00389598	0.00003926	0.00004798	0.00000215	
0.00010000	0.17988398	0.00000765	0.00398143	0.00003907	0.00004658	0.00000206	
0.00010000	0.18026478	0.00000955	0.00402084	0.00003985	0.00004607	0.00000203	
0.00010000	0.17726576	0.00000733	0.00392022	0.00003965	0.00004455	0.00000196	
0.00010000	0.16450432	0.00000819	0.00387339	0.00003882	0.00004696	0.00000199	
0.00010000	0.17991333	0.00000795	0.00387993	0.00003858	0.00004970	0.00000211	
0.00010000	0.17812936	0.00000876	0.00382194	0.00004183	0.00004786	0.00000184	
0.00010000	0.18003469	0.00000901	0.00409030	0.00003855	0.00004821	0.00000196	
0.00010000	0.16809343	0.00000755	0.00405312	0.00003835	0.00004552	0.00000203	
0.00010000	0.16624897	0.00000864	0.00386970	0.00003986	0.00004632	0.00000203	
0.00010000	0.16486672	0.00001040	0.00405169	0.00003808	0.00004522	0.00000202	
0.00010000	0.17096886	0.00001358	0.00405661	0.00003979	0.00004650	0.00000198	
0.00010000	0.18752677	0.00000928	0.00389367	0.00003987	0.00004914	0.00000255	
0.00010000	0.18435817	0.00000689	0.00396302	0.00003955	0.00004934	0.00000257	
0.00010000	0.18282479	0.00000833	0.00405424	0.00003906	0.00004956	0.00000217	
0.00010000	0.17243743	0.00000745	0.00398854	0.00003923	0.00004960	0.00000200	
0.00010000	0.17364396	0.00000783	0.00409750	0.00003796	0.00004564	0.00000196	
0.00010000	0.17456355	0.00000704	0.00407072	0.00004050	0.00004477	0.00000189	
0.00010000	0.17213214	0.00000851	0.00402311	0.00003827	0.00004891	0.00000206	
0.00010000	0.18367272	0.00001027	0.00427583	0.00003927	0.00005185	0.00000199	
0.00010000	0.17154429	0.00001137	0.00387159	0.00004133	0.00004732	0.00000191	
0.00010000	0.16789143	0.00000965	0.00402948	0.00003827	0.00004823	0.00000198	
0.00010000	0.16838405	0.00000918	0.00415405	0.00003856	0.00004608	0.00000200	
0.00010000	0.16456799	0.00000849	0.00407066	0.00003864	0.00004488	0.00000194	
0.00010000	0.17588141	0.00000875	0.00389294	0.00003925	0.00004835	0.00000195	
0.00010000	0.17531909	0.00000925	0.00385929	0.00003972	0.00004732	0.00000200	
0.00010000	0.17338369	0.00000819	0.00394097	0.00003879	0.00004455	0.00000206	
0.00010000	0.17747203	0.00000914	0.00399821	0.00003822	0.00004734	0.00000208	
0.00010000	0.18188914	0.00000638	0.00390131	0.00004073	0.00004903	0.00000194	
0.00010000	0.18243141	0.00000683	0.00393358	0.00004016	0.00005022	0.00000203	
0.00010000	0.19236583	0.00000809	0.00417346	0.00003874	0.00006034	0.00000206	
0.00010000	0.19231838	0.00001122	0.00424128	0.00003956	0.00005256	0.00000202	
0.00010000	0.18824956	0.00000915	0.00425541	0.00003802	0.00005099	0.00000200	
0.00010000	0.17644207	0.00000772	0.00373157	0.00004189	0.00004748	0.00000190	
0.00010000	0.17182271	0.00000947	0.00407987	0.00003718	0.00005062	0.00000205	
0.00010000	0.17950246	0.00000735	0.00395353	0.00004012	0.00004943	0.00000198	
0.00010000	0.18023246	0.00000575	0.00400793	0.00004031	0.00005306	0.00000212	
0.00010000	0.18289694	0.00000603	0.00410554	0.00003769	0.00004895	0.00000200	
0.00010000	0.17475674	0.00000666	0.00390593	0.00004023	0.00004525	0.00000199	
0.00010000	0.17554054	0.00000671	0.00387706	0.00003835	0.00005130	0.00000205	
0.00010000	0.18042645	0.00000776	0.00385379	0.00004135	0.00004614	0.00000202	
0.00010000	0.18042321	0.00001053	0.00393107	0.00003896	0.00005135	0.00000196	
0.00010000	0.19338285	0.00000867	0.00424235	0.00003810	0.00005400	0.00000198	
0.00010000	0.18937690	0.00001132	0.00391679	0.00003988	0.00004695	0.00000205	
0.00010000	0.18156646	0.00000762	0.00387517	0.00004052	0.00004972	0.00000202	
0.00010000	0.17790367	0.00000639	0.00401686	0.00003748	0.00004999	0.00000207	
0.00010000	0.18347910	0.00000687	0.00378275	0.00004032	0.00004855	0.00000187	
0.00010000	0.17210639	0.00000694	0.00387170	0.00003945	0.00004537	0.00000206	
0.00010000	0.17974578	0.00001107	0.00382460	0.00003922	0.00004759	0.00000212	
0.00010000	0.17500611	0.00001280	0.00397814	0.00003881	0.00004657	0.00000219	
0.00010000	0.18646792	0.00000933	0.00402883	0.00003811	0.00005171	0.00000245	
0.00010000	0.18039956	0.00000706	0.00385353	0.00004161	0.00004742	0.00000206	
0.00010000	0.17527422	0.00000628	0.00396781	0.00003868	0.00004769	0.00000221	
0.00010000	0.18307074	0.00000721	0.00389672	0.00003940	0.00004797	0.00000215	
0.00010000	0.16941925	0.00000726	0.00397712	0.00003862	0.00004675	0.00000197	
0.00010000	0.18053096	0.00000842	0.00377333	0.00004039	0.00004662	0.00000191	
0.00010000	0.17011788	0.00000902	0.00389816	0.00003914	0.00004760	0.00000191	
0.00010000	0.17154602	0.00000965	0.00396605	0.00003811	0.00004779	0.00000190	
0.00010000	0.17138353	0.00001361	0.00398504	0.00003900	0.00004873	0.00000183	
0.00010000	0.17345029	0.00001146	0.00384727	0.00004002	0.00004649	0.00000196	
0.00010000	0.18051755	0.00000722	0.00407827	0.00003786	0.00004879	0.00000204	
0.00010000	0.16871481	0.00000763	0.00391965	0.00004012	0.00004719	0.00000196	
0.00010000	0.18142539	0.00000620	0.00421826	0.00003823	0.00005560	0.00000206	
0.00010000	0.17655701	0.00000598	0.00399388	0.00004064	0.00004603	0.00000201	
0.00010000	0.17161795	0.00000886	0.00404465	0.00003771	0.00004775	0.00000195	
0.00010000	0.17550917	0.00000725	0.00387296	0.00004049	0.00004665	0.00000204	
0.00010000	0.16905017	0.00000666	0.00397322	0.00003927	0.00004533	0.00000209	
0.00010000	0.19169360	0.00000604	0.00417526	0.00003728	0.00005655	0.00000201	
0.00010000	0.17872087	0.00000724	0.00384669	0.00004014	0.00004599	0.00000225	
0.00010000	0.17423428	0.00000868	0.00395928	0.00003914	0.00004782	0.00000197	
0.00010000	0.17901995	0.00000849	0.00392793	0.00003987	0.00004670	0.00000197	
0.00010000	0.16921505	0.00001112	0.00408092	0.00003849	0.00004793	0.00000206	
0.00010000	0.17241879	0.00001065	0.00389338	0.00004479	0.00004649	0.00000189	
0.00010000	0.17891286	0.00001048	0.00418653	0.00003852	0.00004994	0.00000211	
0.00010000	0.18688431	0.00000912	0.00401380	0.00003944	0.00004709	0.00000193	
0.00010000	0.17998656	0.00001188	0.00399598	0.00003949	0.00005135	0.00000198	
0.00010000	0.17831677	0.00000772	0.00393951	0.00003821	0.00005019	0.00000228	
0.00010000	0.16649322	0.00000991	0.00392510	0.00004122	0.00004650	0.00000220	
0.00010000	0.18461802	0.00000665	0.00386481	0.00004054	0.00005392	0.00000205	
0.00010000	0.19540031	0.00000754	0.00408565	0.00003780	0.00005203	0.00000226	
0.00010000	0.19610612	0.00001019	0.00391883	0.00003982	0.00005527	0.00000219	
0.00010000	0.20198720	0.00000623	0.00398250	0.00004010	0.00005660	0.00000259	
0.00010000	0.17803963	0.00000718	0.00400386	0.00003815	0.00004949	0.00000231	
0.00010000	0.17789418	0.00000894	0.00392367	0.00003957	0.00004953	0.00000216	
0.00010000	0.18532682	0.00000789	0.00389519	0.00004005	0.00004741	0.00000209	
0.00010000	0.17428369	0.00000845	0.00399596	0.00003788	0.00004981	0.00000199	
0.00010000	0.17613382	0.00000935	0.00382621	0.00004391	0.00004773	0.00000191	
0.00010000	0.18707033	0.00000668	0.00420447	0.00003815	0.00005105	0.00000207	
0.00010000	0.18040269	0.00000776	0.00402319	0.00004037	0.00005015	0.00000208	
0.00010000	0.18951334	0.00001093	0.00419948	0.00003816	0.00005156	0.00000222	
0.00010000	0.19198376	0.00000913	0.00416873	0.00004250	0.00005320	0.00000205	
0.00010000	0.19259086	0.00000958	0.00411608	0.00004054	0.00004946	0.00000206	
0.00010000	0.18137192	0.00000687	0.00405021	0.00003886	0.00004636	0.00000198	
0.00010000	0.17958090	0.00000724	0.00396104	0.00003833	0.00005194	0.00000194	
0.00010000	0.18458994	0.00000739	0.00393223	0.00004070	0.00005487	0.00000206	
0.00010000	0.17627379	0.00000633	0.00398052	0.00003803	0.00004662	0.00000207	
0.00010000	0.16795449	0.00000821	0.00405599	0.00003783	0.00004639	0.00000204	
0.00010000	0.17682289	0.00000848	0.00410724	0.00003977	0.00004942	0.00000192	
0.00010000	0.18106413	0.00000628	0.00391166	0.00003995	0.00004864	0.00000195	
0.00010000	0.18893123	0.00000753	0.00393880	0.00003850	0.00005411	0.00000202	
0.00010000	0.17968735	0.00000878	0.00391361	0.00004224	0.00005047	0.00000194	
0.00010000	0.17611058	0.00000818	0.00407668	0.00003817	0.00004725	0.00000241	
0.00010000	0.17560470	0.00001024	0.00396051	0.00003878	0.00004668	0.00000210	
0.00010000	0.16815247	0.00000837	0.00383897	0.00003926	0.00004361	0.00000195	
0.00010000	0.16596179	0.00001037	0.00382443	0.00003900	0.00004500	0.00000194	
0.00010000	0.17064116	0.00000906	0.00390237	0.00003839	0.00004706	0.00000192	
0.00010000	0.17320566	0.00001145	0.00382338	0.00004064	0.00004940	0.00000189	
0.00010000	0.18416209	0.00001388	0.00414038	0.00003830	0.00005013	0.00000198	
0.00010000	0.16476837	0.00001058	0.00389722	0.00003981	0.00004630	0.00000198	
0.00010000	0.17380296	0.00001035	0.00387897	0.00003848	0.00004422	0.00000195	
0.00010000	0.17090052	0.00000844	0.00403239	0.00003739	0.00004641	0.00000209	
0.00010000	0.18636604	0.00000757	0.00381007	0.00003930	0.00004793	0.00000205	
0.00010000	0.17910459	0.00000754	0.00381920	0.00003933	0.00004678	0.00000201	
0.00010000	0.16999762	0.00001129	0.00392461	0.00003810	0.00004760	0.00000192	
0.00010000	0.17305341	0.00000965	0.00386193	0.00003914	0.00004344	0.00000187	
0.00010000	0.16104779	0.00001180	0.00394624	0.00003822	0.00004563	0.00000199	
0.00010000	0.17151269	0.00000770	0.00398204	0.00003860	0.00004554	0.00000192	
0.00010000	0.18247266	0.00000886	0.00389403	0.00003918	0.00005478	0.00000192	
0.00010000	0.19894925	0.00000636	0.00402045	0.00003958	0.00006160	0.00000203	
0.00010000	0.18636470	0.00000716	0.00378441	0.00004258	0.00004718	0.00000215	
0.00010000	0.19198165	0.00000630	0.00412052	0.00003892	0.00005667	0.00000242	
0.00010000	0.20350225	0.00000920	0.00454461	0.00004040	0.00005724	0.00000207	
0.00010000	0.19934856	0.00000666	0.00480372	0.00004198	0.00005293	0.00000203	
0.00010000	0.18753575	0.00000681	0.00462736	0.00003857	0.00004873	0.00000234	
0.00010000	0.17564584	0.00000872	0.00421734	0.00003914	0.00004510	0.00000212	
0.00010000	0.17783047	0.00000981	0.00385740	0.00004017	0.00004759	0.00000202	
0.00010000	0.17274472	0.00001102	0.00389155	0.00003816	0.00004643	0.00000202	
0.00010000	0.16673373	0.00000883	0.00384897	0.00003931	0.00004599	0.00000191	
0.00010000	0.16952824	0.00000994	0.00394887	0.00003752	0.00004771	0.00000192	
0.00010000	0.16461789	0.00000790	0.00378079	0.00004084	0.00004519	0.00000186	
0.00010000	0.18033689	0.00000680	0.00404948	0.00003793	0.00004914	0.00000196	
0.00010000	0.17169619	0.00000823	0.00388307	0.00003894	0.00004755	0.00000198	
0.00010000	0.17864696	0.00001244	0.00408216	0.00003952	0.00004875	0.00000189	
0.00010000	0.18262465	0.00000825	0.00385683	0.00004012	0.00005078	0.00000234	
0.00010000	0.17270850	0.00000747	0.00397303	0.00003822	0.00004607	0.00000213	
0.00010000	0.17673607	0.00000641	0.00392058	0.00003863	0.00004909	0.00000197	
0.00010000	0.17196738	0.00000664	0.00388672	0.00003924	0.00004803	0.00000204	
0.00010000	0.16917985	0.00000719	0.00395181	0.00003886	0.00004718	0.00000196	
0.00010000	0.17787697	0.00000874	0.00402259	0.00003866	0.00004704	0.00000193	
0.00010000	0.18589378	0.00000715	0.00395669	0.00004126	0.00004934	0.00000185	
0.00010000	0.17399927	0.00000899	0.00391637	0.00003921	0.00004412	0.00000195	
0.00010000	0.17497880	0.00000683	0.00394148	0.00003958	0.00004721	0.00000214	
0.00010000	0.18151170	0.00000772	0.00404668	0.00003852	0.00004778	0.00000209	
0.00010000	0.17163716	0.00000774	0.00400332	0.00004093	0.00004570	0.00000184	
0.00010000	0.18087501	0.00000652	0.00392278	0.00003888	0.00005013	0.00000194	
0.00010000	0.17086008	0.00000817	0.00399519	0.00003812	0.00004593	0.00000204	
0.00010000	0.19085456	0.00000651	0.00389734	0.00004140	0.00004797	0.00000199	
0.00010000	0.18967899	0.00000712	0.00400050	0.00003926	0.00004930	0.00000200	
0.00010000	0.19791879	0.00000627	0.00399828	0.00003974	0.00005579	0.00000199	
0.00010000	0.20627497	0.00000630	0.00386321	0.00004050	0.00005965	0.00000201	
0.00010000	0.18814734	0.00000779	0.00396790	0.00003861	0.00005378	0.00000228	
0.00010000	0.17677682	0.00000634	0.00397092	0.00003817	0.00004811	0.00000228	
0.00010000	0.16906264	0.00000755	0.00379570	0.00003958	0.00004816	0.00000194	
0.00010000	0.17217431	0.00000963	0.00409195	0.00003922	0.00004998	0.00000209	
0.00010000	0.17471141	0.00000907	0.00390640	0.00003938	0.00004608	0.00000214	
0.00010000	0.17398550	0.00001081	0.00379441	0.00003963	0.00004916	0.00000230	
0.00010000	0.17118987	0.00000729	0.00391108	0.00003859	0.00005014	0.00000209	
0.00010000	0.17324531	0.00001135	0.00395725	0.00003850	0.00004822	0.00000238	
0.00010000	0.19242510	0.00000702	0.00403115	0.00004108	0.00005453	0.00000216	
0.00010000	0.17389395	0.00000767	0.00394033	0.00003816	0.00004974	0.00000209	
0.00010000	0.17903907	0.00000910	0.00393418	0.00003887	0.00005037	0.00000190	
0.00010000	0.17688315	0.00000906	0.00385332	0.00003984	0.00004777	0.00000190	
0.00010000	0.17358422	0.00000843	0.00402640	0.00003946	0.00004804	0.00000196	
0.00010000	0.17351657	0.00000716	0.00386309	0.00003966	0.00004700	0.00000198	
0.00010000	0.17544910	0.00000745	0.00408053	0.00003689	0.00004939	0.00000194	
0.00010000	0.18970470	0.00000900	0.00386472	0.00004552	0.00004966	0.00000186	
0.00010000	0.18743490	0.00000764	0.00430632	0.00004009	0.00005339	0.00000209	
0.00010000	0.19353552	0.00000714	0.00471650	0.00003728	0.00005310	0.00000232	
0.00010000	0.18647980	0.00000894	0.00409642	0.00003992	0.00005251	0.00000209	
0.00010000	0.18684534	0.00000688	0.00396204	0.00004100	0.00004727	0.00000202	
0.00010000	0.18290811	0.00000946	0.00420762	0.00003967	0.00004882	0.00000202	
0.00010000	0.19195953	0.00000876	0.00372048	0.00004299	0.00004764	0.00000207	
0.00010000	0.17861200	0.00001061	0.00404381	0.00003825	0.00004796	0.00000209	
0.00010000	0.17592684	0.00001043	0.00375679	0.00003971	0.00004601	0.00000210	
0.00010000	0.16740065	0.00001170	0.00388196	0.00003861	0.00004655	0.00000204	
0.00010000	0.16794349	0.00000803	0.00387872	0.00003880	0.00004589	0.00000190	
0.00010000	0.17450212	0.00000738	0.00402035	0.00003793	0.00004722	0.00000195	
0.00010000	0.18141244	0.00000869	0.00389145	0.00003955	0.00004874	0.00000207	
0.00010000	0.18212336	0.00000680	0.00374808	0.00004068	0.00005023	0.00000200	
0.00010000	0.17966928	0.00000686	0.00392804	0.00003797	0.00005080	0.00000220	
0.00010000	0.18485369	0.00000614	0.00398192	0.00003905	0.00005103	0.00000223	
0.00010000	0.17382074	0.00000697	0.00376834	0.00003981	0.00004603	0.00000218	
0.00010000	0.18749370	0.00001016	0.00395491	0.00003795	0.00004827	0.00000223	
0.00010000	0.16918951	0.00000792	0.00385748	0.00004034	0.00004738	0.00000201	
0.00010000	0.18316309	0.00000628	0.00414605	0.00003696	0.00005241	0.00000214	
0.00010000	0.20092704	0.00000672	0.00391541	0.00004270	0.00005832	0.00000214	
0.00010000	0.20630485	0.00000730	0.00413411	0.00004028	0.00005831	0.00000263	
0.00010000	0.18184128	0.00000757	0.00415618	0.00003795	0.00005000	0.00000302	
0.00010000	0.17655175	0.00001079	0.00430804	0.00003944	0.00004585	0.00000240	
0.00010000	0.17685874	0.00000677	0.00440672	0.00003814	0.00004575	0.00000217	
0.00010000	0.18441233	0.00000688	0.00389329	0.00004079	0.00004579	0.00000191	
0.00010000	0.17385925	0.00000854	0.00391107	0.00003845	0.00004900	0.00000194	
0.00010000	0.17977399	0.00000870	0.00406181	0.00003954	0.00004905	0.00000201	
0.00010000	0.19778300	0.00001336	0.00401894	0.00003829	0.00005581	0.00000203	
0.00010000	0.18543588	0.00000904	0.00388270	0.00004015	0.00005263	0.00000231	
0.00010000	0.17747609	0.00000719	0.00387898	0.00003851	0.00004946	0.00000228	
0.00010000	0.18102196	0.00000994	0.00383414	0.00003855	0.00005046	0.00000209	
0.00010000	0.18274296	0.00000980	0.00390456	0.00003878	0.00005258	0.00000215	
0.00010000	0.19553305	0.00000670	0.00388396	0.00003925	0.00005173	0.00000210	
0.00010000	0.17640849	0.00000706	0.00398038	0.00003837	0.00004590	0.00000196	
0.00010000	0.16909018	0.00000710	0.00390847	0.00003864	0.00004613	0.00000196	
0.00010000	0.17460525	0.00000701	0.00380376	0.00003931	0.00004588	0.00000193	
0.00010000	0.17235558	0.00000800	0.00386698	0.00003783	0.00004439	0.00000193	
0.00010000	0.16477755	0.00000733	0.00379796	0.00003899	0.00004692	0.00000190	
0.00010000	0.16883389	0.00000834	0.00393894	0.00003750	0.00004664	0.00000189	
0.00010000	0.17051606	0.00000880	0.00384304	0.00003950	0.00004798	0.00000190	
0.00010000	0.19549563	0.00000868	0.00406328	0.00003706	0.00005541	0.00000197	
0.00010000	0.16877820	0.00000894	0.00383480	0.00003987	0.00004798	0.00000199	
0.00010000	0.17553950	0.00000804	0.00382707	0.00003863	0.00004625	0.00000192	
0.00010000	0.16864856	0.00000828	0.00391082	0.00003815	0.00004607	0.00000188	
0.00010000	0.17075121	0.00000903	0.00380010	0.00003906	0.00004907	0.00000191	
0.00010000	0.18001442	0.00001041	0.00406916	0.00003739	0.00005226	0.00000197	
0.00010000	0.19014146	0.00000985	0.00382443	0.00004032	0.00005075	0.00000201	
0.00010000	0.20358019	0.00000959	0.00419379	0.00003835	0.00006392	0.00000229	
0.00010000	0.19975174	0.00000815	0.00384339	0.00004145	0.00005609	0.00000239	
0.00010000	0.20285381	0.00001287	0.00427484	0.00003926	0.00005628	0.00000240	
0.00010000	0.18543366	0.00001066	0.00406212	0.00004079	0.00004829	0.00000208	
0.00010000	0.19262392	0.00001475	0.00391470	0.00004012	0.00005208	0.00000190	
0.00010000	0.18957343	0.00001293	0.00400756	0.00003863	0.00005314	0.00000196	
0.00010000	0.19067071	0.00000876	0.00390397	0.00004585	0.00004903	0.00000214	
0.00010000	0.17469207	0.00000806	0.00396516	0.00003958	0.00004799	0.00000217	
0.00010000	0.16785210	0.00000994	0.00400485	0.00003750	0.00004943	0.00000207	
0.00010000	0.17900999	0.00000746	0.00379345	0.00004074	0.00004786	0.00000203	
0.00010000	0.18810239	0.00000585	0.00391851	0.00003797	0.00004904	0.00000205	
0.00010000	0.17375479	0.00000708	0.00372617	0.00004122	0.00004750	0.00000206	
0.00010000	0.17133720	0.00000763	0.00378938	0.00003911	0.00004910	0.00000230	
0.00010000	0.18536655	0.00000709	0.00398779	0.00003862	0.00005234	0.00000290	
0.00010000	0.18002471	0.00000644	0.00390382	0.00003868	0.00004901	0.00000210	
0.00010000	0.17273997	0.00000651	0.00391769	0.00003837	0.00004526	0.00000210	
0.00010000	0.17281054	0.00001166	0.00378958	0.00004062	0.00004808	0.00000211	
0.00010000	0.18544684	0.00000852	0.00398121	0.00003848	0.00004985	0.00000209	
0.00010000	0.17271223	0.00000784	0.00390025	0.00003930	0.00004927	0.00000205	
0.00010000	0.18922534	0.00000800	0.00389211	0.00003855	0.00005450	0.00000243	
0.00010000	0.17584416	0.00000914	0.00388379	0.00003853	0.00005036	0.00000220	
0.00010000	0.18000897	0.00000900	0.00393916	0.00003926	0.00004881	0.00000205	
0.00010000	0.16799895	0.00000704	0.00386503	0.00003795	0.00004715	0.00000206	
0.00010000	0.18423188	0.00001011	0.00411150	0.00003756	0.00005256	0.00000199	
