Learning Rate	TrainLoss	TestLoss	TrainL(reglr)	TrainL(bndry)	TrainL(snglr)	TrainL(symtry)	
0.00100000	0.30744034	0.00001374	0.00726878	0.00007841	0.00007260	0.00000601	
0.00100000	0.33054683	0.00002732	0.00772894	0.00008068	0.00007173	0.00000576	
0.00100000	0.39719742	0.00004952	0.00916192	0.00009090	0.00010710	0.00000534	
0.00100000	0.43026839	0.00002359	0.00903724	0.00008855	0.00012933	0.00000586	
0.00100000	0.43531528	0.00004975	0.00872875	0.00009997	0.00010826	0.00000573	
0.00100000	0.47131469	0.00001462	0.00740845	0.00009772	0.00012123	0.00000646	
0.00100000	0.40599954	0.00001738	0.00754908	0.00008913	0.00010568	0.00000478	
0.00100000	0.36309622	0.00003733	0.00726533	0.00008403	0.00009464	0.00000560	
0.00100000	0.32310503	0.00001439	0.00889409	0.00008515	0.00006400	0.00000473	
0.00100000	0.41295826	0.00001900	0.01526156	0.00009211	0.00010558	0.00000551	
0.00100000	0.42549982	0.00002452	0.01386004	0.00009721	0.00009237	0.00000562	
0.00100000	0.40176921	0.00003471	0.02367082	0.00009094	0.00009401	0.00000596	
0.00100000	0.50311264	0.00014892	0.02106914	0.00011697	0.00011227	0.00000675	
0.00100000	0.58412103	0.00002161	0.01811970	0.00012864	0.00014876	0.00000750	
0.00100000	0.52588568	0.00002435	0.01068259	0.00011674	0.00016467	0.00000538	
0.00100000	0.48108027	0.00007589	0.00938029	0.00008742	0.00013146	0.00000574	
0.00100000	0.37864258	0.00003666	0.00802936	0.00008974	0.00009973	0.00000779	
0.00100000	0.38948495	0.00002016	0.00693907	0.00008316	0.00009746	0.00001067	
0.00100000	0.41423183	0.00001483	0.00774446	0.00008343	0.00010965	0.00001005	
0.00100000	0.38934193	0.00001642	0.00753528	0.00008174	0.00010426	0.00000750	
0.00100000	0.34846199	0.00003517	0.00768856	0.00008120	0.00009566	0.00000642	
0.00100000	0.35645863	0.00001489	0.00677850	0.00008681	0.00008981	0.00000640	
0.00100000	0.28874534	0.00002293	0.00669593	0.00007895	0.00006354	0.00000643	
0.00100000	0.28624627	0.00001295	0.00699871	0.00008097	0.00005714	0.00000645	
0.00100000	0.30439174	0.00002604	0.00804936	0.00007493	0.00007311	0.00000617	
0.00100000	0.37149823	0.00004937	0.00779831	0.00007817	0.00010436	0.00000574	
0.00100000	0.46512047	0.00001979	0.00787316	0.00009917	0.00011695	0.00000892	
0.00100000	0.40176641	0.00001703	0.00935937	0.00009407	0.00008998	0.00000880	
0.00100000	0.32656317	0.00003979	0.00815065	0.00008511	0.00006637	0.00000530	
0.00100000	0.28791842	0.00001470	0.00802382	0.00008193	0.00004893	0.00000504	
0.00100000	0.32127522	0.00002060	0.00811672	0.00008427	0.00007084	0.00000485	
0.00100000	0.33135735	0.00002930	0.00750277	0.00008014	0.00008608	0.00000496	
0.00100000	0.31836075	0.00001532	0.00693706	0.00008258	0.00006970	0.00000471	
0.00100000	0.29637227	0.00001348	0.00778628	0.00007842	0.00007739	0.00000532	
0.00100000	0.39420554	0.00003316	0.00976121	0.00008137	0.00010464	0.00000714	
0.00100000	0.38640446	0.00003405	0.00907599	0.00009020	0.00011404	0.00000606	
0.00100000	0.50703544	0.00002678	0.00781997	0.00008539	0.00021879	0.00000766	
0.00100000	0.92939939	0.00002844	0.00918123	0.00011265	0.00040961	0.00000552	
0.00100000	0.96137589	0.00006219	0.00859381	0.00012747	0.00035901	0.00000900	
0.00100000	0.65763475	0.00002363	0.01063548	0.00011935	0.00020041	0.00000935	
0.00100000	0.58627879	0.00001587	0.01100894	0.00009979	0.00016840	0.00000914	
0.00100000	0.54430146	0.00002367	0.00804065	0.00009351	0.00016157	0.00000887	
0.00100000	0.36583429	0.00001264	0.00765226	0.00008629	0.00008060	0.00000727	
0.00100000	0.34675839	0.00005067	0.00749074	0.00008088	0.00009434	0.00000574	
0.00100000	0.37414495	0.00001596	0.01186055	0.00008936	0.00008066	0.00000525	
0.00100000	0.36622160	0.00001314	0.01640742	0.00009011	0.00007530	0.00000607	
0.00100000	0.40637369	0.00005374	0.00932560	0.00009379	0.00010841	0.00000690	
0.00100000	0.45816138	0.00004774	0.01362930	0.00008806	0.00014249	0.00000782	
0.00100000	0.56644514	0.00007069	0.01289572	0.00011362	0.00012476	0.00001305	
0.00100000	0.37762177	0.00001976	0.01469965	0.00009741	0.00008152	0.00000925	
0.00100000	0.44795786	0.00002092	0.01750828	0.00010135	0.00010532	0.00001114	
0.00100000	0.35452294	0.00002330	0.00966444	0.00009608	0.00005833	0.00000793	
0.00100000	0.41566963	0.00002615	0.01591123	0.00008783	0.00008845	0.00000846	
0.00100000	0.32495047	0.00001416	0.00694827	0.00008053	0.00008013	0.00000701	
0.00100000	0.38993559	0.00001984	0.00689233	0.00007970	0.00011554	0.00000634	
0.00100000	0.35085260	0.00004056	0.00791977	0.00008122	0.00010719	0.00000498	
0.00100000	0.41210863	0.00002301	0.00657691	0.00008713	0.00012211	0.00000491	
0.00100000	0.45079781	0.00002349	0.00867807	0.00008664	0.00013725	0.00000631	
0.00100000	0.46469298	0.00003426	0.00910434	0.00008619	0.00015557	0.00000698	
0.00100000	0.59107055	0.00001748	0.00878640	0.00009927	0.00017792	0.00000682	
0.00100000	0.56203178	0.00004774	0.01220640	0.00010758	0.00017280	0.00000783	
0.00100000	0.67403507	0.00018490	0.02711786	0.00009360	0.00019295	0.00000815	
0.00100000	0.54894909	0.00008531	0.04293205	0.00015249	0.00008404	0.00000955	
0.00100000	0.66316139	0.00002151	0.01850417	0.00020911	0.00009445	0.00001016	
0.00100000	0.52925258	0.00031048	0.02482262	0.00014052	0.00009454	0.00001186	
0.00100000	0.55917846	0.00004338	0.01980841	0.00016048	0.00007579	0.00001115	
0.00100000	0.47773291	0.00001321	0.01403858	0.00013078	0.00006364	0.00001330	
0.00100000	0.32005029	0.00006187	0.00758303	0.00009488	0.00006599	0.00000983	
0.00100000	0.31772105	0.00002266	0.00758875	0.00008862	0.00006623	0.00000853	
0.00100000	0.32345670	0.00002065	0.00742771	0.00008029	0.00006465	0.00000806	
0.00100000	0.29551666	0.00001237	0.00764226	0.00008105	0.00005600	0.00000599	
0.00100000	0.25734472	0.00002487	0.00679204	0.00007721	0.00004901	0.00000530	
0.00100000	0.28943015	0.00001373	0.00644368	0.00007878	0.00006732	0.00000466	
0.00100000	0.28049194	0.00002631	0.00652022	0.00007962	0.00006214	0.00000448	
0.00100000	0.32790465	0.00001934	0.00724674	0.00007871	0.00009233	0.00000489	
0.00100000	0.42067254	0.00004321	0.00682362	0.00007681	0.00013204	0.00000547	
0.00100000	0.29957724	0.00001938	0.00757130	0.00007899	0.00006638	0.00000573	
0.00100000	0.34833799	0.00004526	0.00962468	0.00008059	0.00007424	0.00000554	
0.00100000	0.38571929	0.00003403	0.01036260	0.00009297	0.00008219	0.00000656	
0.00100000	0.36302405	0.00001717	0.01205264	0.00008819	0.00008811	0.00000594	
0.00100000	0.50669380	0.00002753	0.01733848	0.00008579	0.00016485	0.00000541	
0.00100000	0.45154091	0.00003753	0.01450982	0.00010715	0.00009811	0.00000947	
0.00100000	0.36074288	0.00004088	0.01150243	0.00010229	0.00007048	0.00000543	
0.00100000	0.37518558	0.00002842	0.01237557	0.00010435	0.00006751	0.00000561	
0.00100000	0.48004732	0.00010371	0.01004523	0.00009239	0.00019124	0.00000490	
0.00100000	0.55718582	0.00003222	0.01611812	0.00012649	0.00015796	0.00000575	
0.00100000	0.69342560	0.00005274	0.01146102	0.00016638	0.00022783	0.00000703	
0.00100000	0.70222284	0.00004626	0.02030277	0.00017558	0.00010601	0.00002515	
0.00100000	0.49864436	0.00002184	0.01234943	0.00013210	0.00007889	0.00002430	
0.00100000	0.39855657	0.00005948	0.01233136	0.00010851	0.00007582	0.00001333	
0.00100000	0.46914689	0.00002688	0.01621406	0.00010506	0.00012370	0.00000804	
0.00100000	0.54304654	0.00001468	0.01253784	0.00010138	0.00013021	0.00000716	
0.00100000	0.39977110	0.00002303	0.01913506	0.00009061	0.00009242	0.00000727	
0.00100000	0.45894507	0.00002121	0.02631732	0.00008803	0.00008421	0.00001070	
0.00100000	0.75047625	0.00006105	0.05446885	0.00014930	0.00009223	0.00002599	
0.00100000	0.78646339	0.00003186	0.04178766	0.00013444	0.00019187	0.00002212	
0.00100000	0.71230178	0.00003174	0.02309989	0.00013959	0.00019364	0.00001143	
0.00100000	0.62940814	0.00003396	0.01594492	0.00013400	0.00014354	0.00001429	
0.00100000	0.51957125	0.00003273	0.02191582	0.00011161	0.00010116	0.00001959	
0.00100000	0.52960755	0.00003188	0.01728967	0.00013385	0.00010301	0.00001713	
0.00100000	0.55119658	0.00003464	0.01278583	0.00013454	0.00010202	0.00001432	
0.00100000	0.51941638	0.00002406	0.02501219	0.00012316	0.00009415	0.00000870	
0.00100000	0.53396245	0.00012471	0.02533706	0.00012577	0.00013694	0.00000713	
0.00100000	0.62857733	0.00002073	0.02597618	0.00011557	0.00015056	0.00000690	
0.00100000	0.72041519	0.00004529	0.02201010	0.00014067	0.00021326	0.00000741	
0.00100000	0.64858182	0.00003868	0.02024013	0.00012313	0.00022269	0.00001051	
0.00100000	0.79471639	0.00004769	0.02202888	0.00014259	0.00023144	0.00001664	
0.00100000	0.76481829	0.00003067	0.02593499	0.00014570	0.00018634	0.00001929	
0.00100000	0.75439287	0.00002209	0.04831163	0.00014506	0.00015854	0.00001605	
0.00100000	0.88590773	0.00011207	0.02909018	0.00018158	0.00023332	0.00001190	
0.00100000	1.00160576	0.00010419	0.07564989	0.00018447	0.00021545	0.00001707	
0.00100000	0.94071877	0.00005572	0.04777889	0.00017416	0.00021651	0.00001256	
0.00100000	0.76714813	0.00006337	0.02233493	0.00014282	0.00020278	0.00001101	
0.00100000	0.59783891	0.00010974	0.02420281	0.00014448	0.00012199	0.00000907	
0.00100000	0.64286131	0.00002474	0.02720699	0.00014768	0.00012112	0.00000858	
0.00100000	0.59503039	0.00002221	0.02401254	0.00011684	0.00012426	0.00001028	
0.00100000	0.39093198	0.00002464	0.00866635	0.00012279	0.00006185	0.00001156	
0.00100000	0.36170097	0.00002282	0.00932065	0.00010796	0.00005676	0.00000967	
0.00100000	0.32231705	0.00001757	0.00749790	0.00009590	0.00005199	0.00000643	
0.00100000	0.29166064	0.00001536	0.00790085	0.00009287	0.00004404	0.00000477	
0.00100000	0.26747389	0.00001740	0.00781019	0.00008324	0.00005068	0.00000618	
0.00100000	0.31318414	0.00002721	0.00709832	0.00008734	0.00005853	0.00000554	
0.00100000	0.34718073	0.00001465	0.00692028	0.00008740	0.00008671	0.00000476	
0.00100000	0.38276754	0.00001406	0.01008948	0.00008381	0.00009808	0.00000486	
0.00100000	0.44708915	0.00002357	0.02383036	0.00009863	0.00007980	0.00000612	
0.00100000	0.42112448	0.00002229	0.02524398	0.00009137	0.00009013	0.00000823	
0.00100000	0.45945160	0.00001857	0.01288572	0.00009276	0.00011022	0.00000857	
0.00100000	0.33016561	0.00001696	0.00998512	0.00009445	0.00006902	0.00000505	
0.00100000	0.32651291	0.00001630	0.01352944	0.00008760	0.00006115	0.00000524	
0.00100000	0.35647275	0.00005300	0.01328099	0.00009505	0.00006431	0.00000537	
0.00100000	0.43834403	0.00002461	0.01406366	0.00008955	0.00011386	0.00000601	
0.00100000	0.43317748	0.00009722	0.00942392	0.00010008	0.00010580	0.00000687	
0.00100000	0.39129471	0.00003426	0.01159082	0.00010808	0.00007287	0.00000680	
0.00100000	0.33310779	0.00001246	0.00918564	0.00009594	0.00005664	0.00000750	
0.00100000	0.35644471	0.00002066	0.01266508	0.00009172	0.00007510	0.00000609	
0.00100000	0.38543111	0.00004417	0.00897334	0.00008635	0.00008211	0.00000679	
0.00100000	0.36447513	0.00001557	0.01085013	0.00008317	0.00008484	0.00000733	
0.00100000	0.35182484	0.00002669	0.01221310	0.00008499	0.00006953	0.00000735	
0.00100000	0.39182586	0.00007072	0.01571235	0.00008765	0.00009625	0.00000825	
0.00100000	0.52923853	0.00002164	0.00965950	0.00009971	0.00015312	0.00001159	
0.00100000	0.39498304	0.00002691	0.01072428	0.00009053	0.00009463	0.00000775	
0.00100000	0.30889631	0.00001765	0.00712490	0.00008439	0.00007422	0.00000398	
0.00100000	0.30952723	0.00002279	0.00773102	0.00008584	0.00005784	0.00000456	
0.00100000	0.39849438	0.00001661	0.00656628	0.00009296	0.00010727	0.00000700	
0.00100000	0.32367812	0.00003834	0.00622834	0.00008399	0.00007110	0.00000731	
0.00100000	0.32544999	0.00001381	0.00688460	0.00008312	0.00007870	0.00000775	
0.00100000	0.35617685	0.00004163	0.00818468	0.00008091	0.00008287	0.00000620	
0.00100000	0.49067153	0.00001776	0.00872673	0.00009824	0.00014864	0.00000638	
0.00100000	0.48236699	0.00002043	0.01011884	0.00010684	0.00014383	0.00000814	
0.00100000	0.50814552	0.00004608	0.00703269	0.00010238	0.00014855	0.00000822	
0.00100000	0.39218140	0.00001804	0.00722724	0.00008848	0.00008984	0.00000711	
0.00100000	0.32283450	0.00002058	0.00883097	0.00008917	0.00006235	0.00000497	
0.00100000	0.31508708	0.00003228	0.00811265	0.00008336	0.00006453	0.00000646	
0.00100000	0.26707386	0.00001958	0.00689474	0.00007993	0.00005630	0.00000633	
0.00100000	0.29821219	0.00001541	0.00667447	0.00007992	0.00006935	0.00000601	
0.00100000	0.41746456	0.00003243	0.00708834	0.00008416	0.00011263	0.00001141	
0.00100000	0.33892626	0.00001413	0.00761005	0.00007925	0.00007113	0.00001127	
0.00100000	0.32084002	0.00002719	0.00722834	0.00008097	0.00007458	0.00001009	
0.00100000	0.35357613	0.00002567	0.00699932	0.00008636	0.00007975	0.00000926	
0.00100000	0.36849144	0.00002391	0.00758089	0.00008166	0.00010326	0.00000868	
0.00100000	0.39936395	0.00003652	0.00744437	0.00008335	0.00010875	0.00001053	
0.00100000	0.31413689	0.00001632	0.00616115	0.00008774	0.00006832	0.00001060	
0.00100000	0.34731644	0.00001853	0.00714668	0.00007982	0.00010705	0.00000842	
0.00100000	0.35799274	0.00001729	0.00684822	0.00008346	0.00008946	0.00000970	
0.00100000	0.37037043	0.00001853	0.00819892	0.00009366	0.00008757	0.00000658	
0.00100000	0.32517933	0.00003860	0.00707993	0.00008141	0.00009917	0.00000838	
0.00100000	0.43702776	0.00002390	0.00811361	0.00009623	0.00010888	0.00000533	
0.00100000	0.34804973	0.00001547	0.00716020	0.00008184	0.00009501	0.00000506	
0.00100000	0.33427093	0.00001763	0.00943621	0.00008408	0.00007666	0.00000445	
0.00100000	0.34818224	0.00001302	0.00982421	0.00008284	0.00006207	0.00000732	
0.00100000	0.28928360	0.00004687	0.01131098	0.00008345	0.00005100	0.00000536	
0.00100000	0.30976364	0.00003296	0.01012596	0.00008616	0.00005098	0.00000387	
0.00100000	0.29436293	0.00002089	0.00712171	0.00007637	0.00006008	0.00000604	
0.00100000	0.31301884	0.00001822	0.00640986	0.00007983	0.00008699	0.00000545	
0.00100000	0.43015888	0.00005487	0.00634696	0.00008894	0.00013602	0.00000761	
0.00100000	0.40825374	0.00002535	0.00741572	0.00009250	0.00010266	0.00001331	
0.00100000	0.38443099	0.00001946	0.00775632	0.00008598	0.00009859	0.00001632	
0.00100000	0.34570800	0.00002047	0.00810748	0.00008749	0.00006286	0.00002046	
0.00100000	0.41565658	0.00009273	0.01287568	0.00009023	0.00013636	0.00001135	
0.00100000	0.52915919	0.00001914	0.01188911	0.00010306	0.00013906	0.00002430	
0.00100000	0.46501364	0.00001492	0.01123808	0.00010279	0.00012509	0.00002359	
0.00100000	0.35406313	0.00003056	0.00951298	0.00008511	0.00007092	0.00001119	
0.00100000	0.39200011	0.00001330	0.00738887	0.00009187	0.00009389	0.00000810	
0.00100000	0.39530422	0.00001449	0.00749300	0.00008153	0.00010180	0.00001572	
0.00100000	0.31817492	0.00001656	0.00758781	0.00008525	0.00006281	0.00000912	
0.00100000	0.30976743	0.00001723	0.00821533	0.00007801	0.00006754	0.00000803	
0.00100000	0.29855090	0.00001276	0.00714811	0.00007690	0.00006208	0.00000760	
0.00100000	0.31204507	0.00002541	0.00773128	0.00007692	0.00006319	0.00000615	
0.00100000	0.29265861	0.00002545	0.01074624	0.00008352	0.00005731	0.00000632	
0.00100000	0.48600846	0.00003732	0.02122281	0.00011157	0.00011060	0.00000661	
0.00100000	0.65195182	0.00024317	0.03210790	0.00013963	0.00011575	0.00001242	
0.00100000	0.67382428	0.00002291	0.03372782	0.00014793	0.00012958	0.00001248	
0.00100000	0.67633242	0.00014754	0.01896642	0.00014559	0.00017185	0.00001877	
0.00100000	0.54985353	0.00001990	0.00972175	0.00014062	0.00009781	0.00002404	
0.00100000	0.45275471	0.00002655	0.01351489	0.00010209	0.00011748	0.00000991	
0.00100000	0.57906748	0.00002181	0.01074438	0.00010456	0.00017792	0.00000931	
0.00100000	0.49351291	0.00002479	0.01192537	0.00009008	0.00013642	0.00001243	
0.00100000	0.43123773	0.00002210	0.01555247	0.00008700	0.00009219	0.00001271	
0.00100000	0.38909499	0.00002047	0.01439011	0.00008260	0.00008078	0.00001117	
0.00100000	0.35839361	0.00002128	0.01324465	0.00008946	0.00005946	0.00000618	
0.00100000	0.29915554	0.00001760	0.00859419	0.00007670	0.00005647	0.00000612	
0.00100000	0.32007019	0.00001481	0.00647556	0.00008209	0.00006836	0.00000671	
0.00100000	0.38822162	0.00001347	0.00739552	0.00008744	0.00009307	0.00000854	
0.00100000	0.32296459	0.00004147	0.00811226	0.00008603	0.00006633	0.00000562	
0.00100000	0.27460601	0.00001710	0.00751052	0.00008176	0.00005504	0.00000532	
0.00100000	0.31893522	0.00001811	0.00683954	0.00008302	0.00007984	0.00000402	
0.00100000	0.40918465	0.00001798	0.00825047	0.00008106	0.00011777	0.00000454	
0.00100000	0.53079532	0.00001299	0.01021700	0.00008069	0.00017995	0.00001047	
0.00100000	0.46600683	0.00001769	0.01174085	0.00008890	0.00009605	0.00001848	
0.00100000	0.40063469	0.00001442	0.01648388	0.00007924	0.00007971	0.00001586	
0.00100000	0.46352254	0.00003428	0.03245881	0.00008977	0.00009536	0.00002154	
0.00100000	0.59404410	0.00004577	0.04019292	0.00010904	0.00010538	0.00002591	
0.00100000	0.82482636	0.00022729	0.04632592	0.00022045	0.00009292	0.00002490	
0.00100000	0.93494635	0.00009173	0.06085983	0.00023597	0.00023783	0.00001475	
0.00100000	1.14924807	0.00026984	0.02685938	0.00028469	0.00025478	0.00001705	
0.00100000	0.85436932	0.00016963	0.02965963	0.00021262	0.00013846	0.00001972	
0.00100000	0.64785385	0.00002332	0.02251500	0.00013548	0.00012816	0.00001948	
0.00100000	0.62362034	0.00009751	0.04595767	0.00012799	0.00009418	0.00000996	
0.00100000	0.68304460	0.00006471	0.03565159	0.00012781	0.00014104	0.00001570	
0.00100000	0.53101020	0.00008673	0.01653165	0.00012342	0.00008792	0.00002422	
0.00100000	0.50201998	0.00002326	0.01336903	0.00011188	0.00009950	0.00001544	
0.00100000	0.47133178	0.00011745	0.01596357	0.00010851	0.00010958	0.00000753	
0.00100000	0.54481228	0.00002371	0.01347950	0.00010634	0.00014961	0.00000869	
0.00100000	0.44218276	0.00003330	0.00821012	0.00009380	0.00013446	0.00000871	
0.00100000	0.39586752	0.00001971	0.00909347	0.00008981	0.00009807	0.00000618	
0.00100000	0.43973962	0.00001484	0.01349896	0.00008951	0.00011456	0.00000559	
0.00100000	0.37617690	0.00004059	0.01102527	0.00008359	0.00009569	0.00000600	
0.00100000	0.33268214	0.00003042	0.00835558	0.00008225	0.00008188	0.00000571	
0.00100000	0.34228967	0.00002228	0.00801982	0.00009025	0.00006076	0.00000531	
0.00100000	0.31236207	0.00001444	0.00820048	0.00008236	0.00006723	0.00000595	
0.00100000	0.38185125	0.00003121	0.01187988	0.00008673	0.00010978	0.00000609	
0.00100000	0.45441594	0.00001534	0.01141337	0.00011188	0.00010241	0.00000503	
0.00100000	0.44721658	0.00002291	0.01423280	0.00008593	0.00013616	0.00000667	
0.00100000	0.42869428	0.00001652	0.01741311	0.00009804	0.00009072	0.00000513	
0.00100000	0.38370745	0.00001654	0.00951766	0.00009437	0.00008575	0.00000721	
0.00100000	0.34230025	0.00003460	0.00835548	0.00009375	0.00007241	0.00000538	
0.00100000	0.43315345	0.00009096	0.01244540	0.00009159	0.00013875	0.00000735	
0.00100000	0.50464310	0.00001774	0.01124398	0.00009438	0.00012691	0.00001013	
0.00100000	0.48797648	0.00001332	0.00780975	0.00009569	0.00015069	0.00000994	
0.00100000	0.46640848	0.00002141	0.00837972	0.00009258	0.00013955	0.00001191	
0.00100000	0.45959797	0.00003149	0.00830188	0.00009086	0.00012167	0.00001460	
0.00100000	0.67566115	0.00004596	0.01055311	0.00012234	0.00019285	0.00001669	
0.00100000	0.41562005	0.00002419	0.00898118	0.00011393	0.00008970	0.00001875	
0.00100000	0.40658668	0.00004796	0.00701020	0.00009573	0.00009862	0.00001932	
0.00100000	0.37223962	0.00001801	0.00757197	0.00009177	0.00006728	0.00002177	
0.00100000	0.42686433	0.00002599	0.00998139	0.00008659	0.00009938	0.00002803	
0.00100000	0.35980252	0.00001653	0.00741237	0.00008568	0.00006641	0.00002693	
0.00100000	0.36177264	0.00002132	0.00695867	0.00008506	0.00009164	0.00001323	
0.00100000	0.46904166	0.00002812	0.00646964	0.00008374	0.00015448	0.00000643	
0.00100000	0.45691410	0.00001722	0.00787505	0.00009052	0.00012206	0.00000864	
0.00100000	0.36159759	0.00005557	0.00684966	0.00009080	0.00006931	0.00001402	
0.00100000	0.31875629	0.00001824	0.00677045	0.00008273	0.00006077	0.00001138	
0.00100000	0.29684580	0.00001920	0.00742780	0.00008614	0.00004744	0.00000822	
0.00100000	0.31523327	0.00001687	0.01003170	0.00008262	0.00006403	0.00000839	
0.00100000	0.42220813	0.00002994	0.01890830	0.00007988	0.00012696	0.00000612	
0.00100000	0.59118307	0.00001853	0.01108714	0.00010717	0.00015889	0.00001103	
0.00100000	0.50989895	0.00003283	0.00865323	0.00009587	0.00014227	0.00001081	
0.00100000	0.45962134	0.00001632	0.00908338	0.00009469	0.00013244	0.00000875	
0.00100000	0.46452079	0.00004796	0.01197656	0.00009244	0.00013524	0.00000641	
0.00100000	0.42279254	0.00004907	0.01316009	0.00009222	0.00009959	0.00000637	
0.00100000	0.35081982	0.00003628	0.01781388	0.00008963	0.00007624	0.00000623	
0.00100000	0.46165349	0.00003383	0.02165045	0.00009215	0.00010143	0.00000725	
0.00100000	0.47700095	0.00002293	0.01882335	0.00009271	0.00009610	0.00000554	
0.00100000	0.40113520	0.00003167	0.00984933	0.00010729	0.00007802	0.00000735	
0.00100000	0.39528162	0.00001950	0.01441899	0.00009249	0.00008774	0.00000834	
0.00100000	0.37101278	0.00002536	0.01275432	0.00009599	0.00006589	0.00000841	
0.00100000	0.32124031	0.00003202	0.00858340	0.00008577	0.00006381	0.00000644	
0.00100000	0.33404176	0.00001550	0.00874483	0.00008495	0.00006974	0.00000649	
0.00100000	0.27748892	0.00001445	0.00788936	0.00008131	0.00006150	0.00000741	
0.00100000	0.28383341	0.00001715	0.00835661	0.00007953	0.00005240	0.00000528	
0.00100000	0.29846848	0.00003160	0.00662249	0.00007957	0.00006389	0.00000575	
0.00100000	0.27493824	0.00002802	0.00849091	0.00007763	0.00005231	0.00000607	
0.00100000	0.30443554	0.00001079	0.00938362	0.00007758	0.00007819	0.00000571	
0.00100000	0.34863327	0.00001434	0.01053951	0.00007857	0.00008059	0.00000481	
0.00100000	0.32349330	0.00001559	0.01545115	0.00007802	0.00007257	0.00000569	
0.00100000	0.37362100	0.00005796	0.00878127	0.00009244	0.00008705	0.00000550	
0.00100000	0.34607269	0.00001613	0.00970908	0.00007844	0.00007595	0.00000603	
0.00100000	0.34710599	0.00004082	0.01510013	0.00008668	0.00007617	0.00000849	
0.00100000	0.50258054	0.00001564	0.01581819	0.00008687	0.00011833	0.00001099	
0.00100000	0.40333503	0.00002530	0.01543789	0.00009333	0.00007455	0.00001464	
0.00100000	0.47717341	0.00002396	0.01725195	0.00011451	0.00010516	0.00001147	
0.00100000	0.79948853	0.00005067	0.02773567	0.00012026	0.00022812	0.00002452	
0.00100000	0.78180087	0.00007920	0.01359552	0.00012828	0.00023612	0.00002576	
0.00100000	0.70380216	0.00004411	0.02222305	0.00012629	0.00017108	0.00003911	
0.00100000	0.70043324	0.00004227	0.02883971	0.00013239	0.00017138	0.00003843	
0.00100000	1.08864329	0.00013345	0.04378238	0.00017387	0.00028115	0.00003353	
0.00100000	1.05028279	0.00009204	0.04374779	0.00018401	0.00029310	0.00001828	
0.00100000	0.91276812	0.00003654	0.01714981	0.00016645	0.00021843	0.00002213	
0.00100000	0.58248717	0.00004306	0.01815928	0.00013353	0.00009329	0.00002014	
0.00100000	0.38993356	0.00001667	0.01013090	0.00010578	0.00006800	0.00001918	
0.00100000	0.38541638	0.00003302	0.00680225	0.00009255	0.00010006	0.00001446	
0.00100000	0.40361828	0.00002791	0.01070410	0.00008793	0.00009289	0.00001386	
0.00100000	0.34146956	0.00002318	0.00668288	0.00008511	0.00007949	0.00000890	
0.00100000	0.29430612	0.00001874	0.00626076	0.00008489	0.00006372	0.00000688	
0.00100000	0.28560350	0.00002336	0.00639720	0.00007913	0.00006243	0.00000413	
0.00100000	0.28086068	0.00001524	0.00695244	0.00007799	0.00006066	0.00000423	
0.00100000	0.39358673	0.00002148	0.01166361	0.00008068	0.00009296	0.00000543	
0.00100000	0.38479432	0.00004364	0.01003400	0.00008874	0.00010036	0.00000544	
0.00100000	0.42735065	0.00003564	0.01118435	0.00008948	0.00009321	0.00000608	
0.00100000	0.38379172	0.00002400	0.01256116	0.00008914	0.00007825	0.00000521	
0.00100000	0.48839188	0.00004877	0.01724134	0.00009658	0.00012010	0.00000736	
0.00100000	0.51412060	0.00005301	0.01146162	0.00009403	0.00013000	0.00000639	
0.00100000	0.43254880	0.00001390	0.00856943	0.00008689	0.00013399	0.00000518	
0.00100000	0.47763823	0.00001579	0.00822428	0.00008501	0.00016444	0.00000567	
0.00100000	0.38279910	0.00002277	0.00733145	0.00008573	0.00010037	0.00000657	
0.00100000	0.34216952	0.00001354	0.00611869	0.00008064	0.00007716	0.00000761	
0.00100000	0.30322744	0.00002874	0.00752248	0.00007952	0.00005698	0.00000655	
0.00100000	0.28762557	0.00001900	0.00875708	0.00007874	0.00005236	0.00000722	
0.00100000	0.34022974	0.00002517	0.00990535	0.00009009	0.00008490	0.00000759	
0.00100000	0.46598013	0.00001519	0.00844465	0.00009365	0.00012685	0.00000612	
0.00100000	0.32493679	0.00003368	0.00634686	0.00007831	0.00007125	0.00000628	
0.00100000	0.32180457	0.00001769	0.00740904	0.00008164	0.00007502	0.00000495	
0.00100000	0.28499068	0.00002100	0.00756272	0.00008261	0.00005206	0.00000528	
0.00100000	0.30866540	0.00003613	0.00969429	0.00007882	0.00005916	0.00000542	
0.00100000	0.31622605	0.00001376	0.00997909	0.00007999	0.00006828	0.00000469	
0.00100000	0.34501198	0.00002971	0.00727307	0.00007904	0.00008012	0.00000477	
0.00100000	0.36921879	0.00003390	0.01047147	0.00008302	0.00009441	0.00000512	
0.00100000	0.54844122	0.00005209	0.01579232	0.00011661	0.00017413	0.00000540	
0.00100000	0.70991717	0.00007933	0.03470964	0.00016729	0.00015298	0.00000734	
0.00100000	1.09661568	0.00012319	0.07289631	0.00018696	0.00020750	0.00001175	
0.00100000	1.08526633	0.00009409	0.03147865	0.00020828	0.00042254	0.00001277	
0.00100000	1.58483680	0.00017906	0.03793648	0.00021799	0.00063205	0.00001377	
0.00100000	1.03476789	0.00005487	0.02819700	0.00018815	0.00028098	0.00001608	
0.00100000	0.69208590	0.00003601	0.02213213	0.00015076	0.00015046	0.00001534	
